Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
EIN779,A320,GCRR,EIDW,N/A
EIN87,A21N,EIDW,KCLE,N/A
IBE2629,A332,LEBL,KMIA,N/A
AFR28,A359,LFPG,KLAX,N/A
MMZ26,B772,EPWA,KJFK,N/A
SAS957,A333,ESSA,KMIA,N/A
AIC144,B77W,KEWR,VABB,N/A
NOS796,B789,LIPX,MMUN,N/A
TAP1711,A320,LPPR,LPMA,N/A
AEA97,B789,LEMD,KMIA,N/A
BAW275,A35K,EGLL,KLAS,N/A
EZY6308,A320,GCLP,EGKK,N/A
GJE21,GLF5,LTBA,CYYZ,N/A
RYR3098,B38M,GCXO,LEBL,N/A
CLX6857,B744,ELLX,KORD,N/A
DLH434,A359,EDDM,KORD,N/A
THY77,B77W,LTFM,KMIA,N/A
ASL500,A332,LYBE,KJFK,N/A
THY81,A333,LTFM,KBOS,N/A
UAE204,A388,KJFK,OMDB,N/A
PVL2266,DH8D,KEWR,CYHZ,N/A
UAE205,A388,LIMC,KJFK,N/A
RAM204F,B788,GMMN,KMIA,N/A
LSJ641,B190,CYZV,CYHR,N/A
DAL291,A359,LFPG,KLAX,N/A
JBU1595,A320,KBOS,MDPC,N/A
UAE209,B77W,LGAV,KEWR,N/A
AZG4881,B748,UBBB,KORD,N/A
BAW293,A35K,EGLL,KIAD,N/A
FBU72J,A359,LFPO,KEWR,N/A
JME750A,GL7T,LPPR,SKBO,N/A
TOM3DK,B38M,GCRR,Unknown,N/A
EXS920,A321,GCTS,EGCC,N/A
RYR1347,B738,GCTS,EINN,N/A
BAW297,B78X,EGLL,KORD,N/A
IBE311,A359,LEMD,MMMX,N/A
PVL902,DH8D,CYDF,CYYT,N/A
POE2286,DH8D,CYYT,CYHZ,N/A
ETH553,A359,CYYZ,HAAB,N/A
UAE222,B77W,KDFW,OMDB,N/A
DLH458,A359,EDDM,KSFO,N/A
AVA11,B788,LEMD,SKBO,N/A
DHK3,B77L,KCVG,EGNX,N/A
LOT15,B788,EPWA,KEWR,N/A
TOM3FE,B738,GCRR,Unknown,N/A
TAP3842,A21N,LPMA,LPPT,N/A
EZY8124,A320,GCRR,EGKK,N/A
CRL942,A339,LFPO,TFFR,N/A
UAE232,A388,KIAD,OMDB,N/A
IBE325,A359,LEMD,KJFK,N/A
VJT537,CL60,EINN,KTEB,N/A
THY1,B77W,LTFM,KJFK,N/A
QTR763,B77W,OTHH,CYUL,N/A
BAW85,A35K,EGLL,CYVR,N/A
TWY202,GLEX,EDDM,KIAD,N/A
EZY3212,A320,GCFV,EGPH,N/A
THY4,A333,KJFK,LTFM,N/A
CSTUB,A339,LPPT,KMIA,N/A
THY5,B77W,LTFM,KORD,N/A
ETH575,B788,KORD,HAAB,N/A
BOX442,B772,EDDF,CYYZ,N/A
THY7,B77W,LTFM,KIAD,N/A
CFJYQ,,CYQM,Unknown,N/A
IBE337,A332,LEMD,KMIA,N/A
AIE618,DHC6,CYVP,CYTQ,N/A
AEA7008,B738,LEBB,GCXO,N/A
BAW95,B788,EGLL,CYUL,N/A
AFR8,B77W,LFPG,KJFK,N/A
AFR90,B77W,LFPG,KMIA,N/A
BOX450,B772,EDDF,KJFK,N/A
BAW99,B788,EGLL,CYYZ,N/A
RAM207T,B788,CYUL,GMMN,N/A
RAM210B,B788,GMMN,CYYZ,N/A
AAL3048,A319,TXKF,KCLT,N/A
BOX456,B772,EDDF,KATL,N/A
LOT45,B789,EPWA,CYYZ,N/A
RZO9224,A20N,LPPT,KBOS,N/A
UAL921,B763,EGLL,KEWR,N/A
UAL925,B772,EGLL,KIAD,N/A
IBE363,A332,LEMD,KDFW,N/A
IBB5203,E295,LECO,GCLP,N/A
EZY7756,A320,LPMA,LPPR,N/A
UAL933,B772,EDDF,KIAD,N/A
UAL935,B789,EGLL,KLAX,N/A
ITY610,A330,LIRF,KJFK,N/A
UAL941,B763,EGLL,KEWR,N/A
EUK9HR,A333,EGCC,KJFK,N/A
TOM7BX,B738,GCRR,Unknown,N/A
IBE379,A332,LEMD,TJSJ,N/A
CHG542,B744,KJFK,EBLG,N/A
UPS205,B763,KPHL,EGSS,N/A
FWI514,A35K,LFPO,TFFF,N/A
POE2370,DH8D,CYQM,CYOW,N/A
WFL3409,A333,LEMD,MDSD,N/A
FIN15,A333,EFHK,KJFK,N/A
RYR7726,B38M,GCRR,EICK,N/A
AAL707,B738,TBPB,KJFK,N/A
POE2376,DH8D,CYFC,CYOW,N/A
AZG5721,B748,BIKF,MMSM,N/A
AFR328,B772,LFPG,CYOW,N/A
EFW2703,A320,GCTS,EGKK,N/A
DHK865,B77L,EGNX,KCVG,N/A
