Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
JBU1878,A320,TNCM,KBOS,N/A
IFA5013,CL60,KIAD,BIKF,N/A
THY184,B789,MMUN,LTFM,N/A
TAP203,A21N,LPPT,KEWR,N/A
BOX450,B772,EDDF,KJFK,N/A
VIR9,A35K,EGLL,KJFK,N/A
EV100MED,,CYYT,Unknown,N/A
QTR705,A359,OTHH,KJFK,N/A
TSC656,A321,CYHZ,KMCO,N/A
BAW179,B772,EGLL,KJFK,N/A
THY186,B789,KORD,LTFM,N/A
ELY2,B789,KJFK,LLBG,N/A
IBS1553,A320,LEMD,GCTS,N/A
IBS1635,A320,LEMD,GCLP,N/A
BAW183,B772,EGLL,KJFK,N/A
THY188,B789,KIAD,LTFM,N/A
UAL40,B764,KEWR,LIRF,N/A
FBU720,A359,LFPO,KEWR,N/A
AAL107,B772,EGLL,KJFK,N/A
TSC498,A333,CYUL,MDPC,N/A
THY189,B789,LTFM,MMMX,N/A
IBE348,A21N,KBOS,LEMD,N/A
VIR25,A339,EGLL,KJFK,N/A
LOT45,B789,EPWA,CYYZ,N/A
KLM624,B78X,KATL,EHAM,N/A
TAP209,A21N,LPPT,KJFK,N/A
DLH423,A346,KBOS,EDDF,N/A
KAC118,B77W,KJFK,OKKK,N/A
CFVLF,F2TH,CYYZ,LFPB,N/A
ETH3518,B77L,KMIA,EBLG,N/A
ELY10,B788,KJFK,LLBG,N/A
MMZ26,B772,EPWA,KJFK,N/A
AAL68,B772,KMIA,LEMD,N/A
AVA228,B788,SKBO,LFPG,N/A
ELY11,B789,LLBG,KJFK,N/A
RZO9224,A20N,LPPT,KBOS,N/A
TAP1697,A21N,LPPT,LPMA,N/A
RYR1402,B38M,EICK,GCTS,N/A
DAL1883,B752,TIST,KJFK,N/A
TOM283,B38M,GVAC,EGKK,N/A
TAP215,A21N,LPPT,KBOS,N/A
UAL921,B763,EGLL,KEWR,N/A
ETD2,A388,KJFK,OMAA,N/A
CCA897,B789,LEMD,SBGR,N/A
BAW203,B789,EGLL,KBOS,N/A
TOM763,B789,TBPB,EGBB,N/A
QTR30F,B77L,EBLG,KORD,N/A
LCO3601,B763,KMIA,EBBR,N/A
DAL1886,B752,TNCM,KJFK,N/A
TAP1865,A21N,LPPT,LPPD,N/A
GJE21,GLF5,LTBA,CYYZ,N/A
AAL748,B772,KCLT,LEMD,N/A
AFR6740,B772,LFPG,KORD,N/A
CLX73Y,B748,KMIA,ELLX,N/A
AIE793,B738,CYVP,CYUL,N/A
AAY977,A320,KPIE,KBGR,N/A
ELY18,B789,KMIA,LLBG,N/A
PUE971,A332,EPWA,SVMG,N/A
QTR8112,B77L,KORD,LIMC,N/A
CLX19J,B744,KATL,ELLX,N/A
IBE212,A332,KJFK,LEMD,N/A
ETD8,B789,KBOS,OMAA,N/A
ABB26,B772,EPWA,KJFK,N/A
RZO281,A21N,LPPD,KBOS,N/A
THY11,B77W,LTFM,KJFK,N/A
EJO1X,GL5T,KMMU,EPWA,N/A
PVL2263,DH8D,CYHZ,KBOS,N/A
DAL132,A333,KDTW,EHAM,N/A
ROU1719,A321,TJSJ,CYYZ,N/A
VLZ61E,FA8X,EGTK,MYNN,N/A
KQA3,B788,KJFK,HKJK,N/A
AUA90,B763,KEWR,LOWW,N/A
DLH443,A343,KDTW,EDDF,N/A
DAL46,A339,KJFK,EHAM,N/A
ACA859,A333,EGLL,CYYZ,N/A
SWR52,A333,LSZH,KBOS,N/A
TAP233,A21N,LPPT,KIAD,N/A
EIN100,A21N,KEWR,EIDW,N/A
ITY609,A339,KJFK,LIRF,N/A
UAL146,B763,KEWR,EGLL,N/A
AMX26,B788,EHAM,MMMX,N/A
UAE209,B77W,LGAV,KEWR,N/A
OCN51,A332,KPHL,EDDF,N/A
IBE304,A359,MMMX,LEMD,N/A
CKS9795,B77L,OMDB,KBGR,N/A
SAS910,A333,KEWR,EKCH,N/A
EIN104,A333,KJFK,EIDW,N/A
AFR1X,B77W,KJFK,LFPG,N/A
AIE822,DH8A,CYVP,CYLU,N/A
UAL944,B78X,KORD,EDDF,N/A
ICE505,B38M,EHAM,BIKF,N/A
DAL298,A339,KJFK,DNMM,N/A
KLM736,B77W,TNCC,EHAM,N/A
TAP2625,A21N,LPPR,KEWR,N/A
AAL141,B772,EGLL,KJFK,N/A
CHG542,B744,KJFK,EBLG,N/A
EXS608,B738,GCTS,EGNX,N/A
