Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
BAW203,B789,EGLL,KBOS,N/A
ETD2,A388,KJFK,OMAA,N/A
QTR30F,B77L,EBLG,KORD,N/A
TAP1712,A320,LPMA,LPPR,N/A
TAP1549,A21N,LPPT,GVAC,N/A
GJE21,GLF5,LTBA,CYYZ,N/A
UAL925,B772,EGLL,KIAD,N/A
AFR6740,B772,LFPG,KORD,N/A
ICE325,B38M,ENGM,BIKF,N/A
DAL37,B764,EGLL,KATL,N/A
ELY18,B789,KMIA,LLBG,N/A
PUE971,A332,EPWA,SVMG,N/A
QTR8112,B77L,KORD,LIMC,N/A
THY77,B77W,LTFM,KMIA,N/A
RZO127,,LPPT,Unknown,N/A
VIR129,A339,EGLL,KTPA,N/A
ABB26,,EPWA,KJFK,N/A
TAP43J,,LPPT,Unknown,N/A
RZO281,A21N,LPPD,KBOS,N/A
THY81,A333,LTFM,KBOS,N/A
RRR6218,,EGVN,Unknown,N/A
PVL2263,DH8D,CYHZ,KBOS,N/A
RYR387,B738,LPPT,LPMA,N/A
THY11,B77W,LTFM,KJFK,N/A
VLZ61E,FA8X,EGTK,MYNN,N/A
KQA3,B788,KJFK,HKJK,N/A
AKT108,B734,CYFB,CYOW,N/A
UAL933,B772,EDDF,KIAD,N/A
RYR2622,B738,LPPD,LPPT,N/A
DAL45,,,Unknown,N/A
TAM8071,B773,EDDF,SBGR,N/A
CGNLF,B350,CYYR,CYYT,N/A
DAL46,A339,KJFK,EHAM,N/A
SWR52,A333,LSZH,KBOS,N/A
ACA859,A333,EGLL,CYYZ,N/A
ELY28,B789,KEWR,LLBG,N/A
VIR137,A35K,EGLL,KJFK,N/A
THY224,B789,SVMI,LTFM,N/A
TAP233,A21N,LPPT,KIAD,N/A
ITY609,A339,KJFK,LIRF,N/A
ITY610,A330,LIRF,KJFK,N/A
UAE209,B77W,LGAV,KEWR,N/A
CKS9795,B77L,OMDB,KBGR,N/A
IBE304,A359,MMMX,LEMD,N/A
BAW293,A35K,EGLL,KIAD,N/A
UAL941,B763,EGLL,KEWR,N/A
IBS1513,A21N,LEMD,GCRR,N/A
IBS1586,A321,GCXO,LEMD,N/A
RAM218W,B789,GMMN,KIAD,N/A
AFR1X,B77W,KJFK,LFPG,N/A
RAM200,B789,GMMN,KJFK,N/A
CGNLO,B350,CYDF,CYYT,N/A
DAL298,A339,KJFK,DNMM,N/A
EIN107,A21N,EIDW,KJFK,N/A
TAP2625,A21N,LPPR,KEWR,N/A
AAL141,B772,EGLL,KJFK,N/A
