Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
QTR756,A35K,KATL,OTHH,N/A
UAL880,B772,KIAH,EGLL,N/A
IBE326,A359,KJFK,LEMD,N/A
DLH471,B744,CYYZ,EDDF,N/A
THY2,B77W,KJFK,LTFM,N/A
CMB517,B744,KBIF,EPPW,N/A
AVA26,B788,SKBO,LEMD,N/A
LOT30,B789,KMIA,EPWA,N/A
IBE334,A333,KMIA,LEMD,N/A
AFR3,B77W,KJFK,LFPG,N/A
FPY410,A21N,KBWI,BIKF,N/A
BAW2036,B772,KMCO,EGKK,N/A
BAW92,B772,CYYZ,EGLL,N/A
BOX445,B77L,KORD,EDDF,N/A
AFR5,B77W,KJFK,LFPG,N/A
UAL904,B763,KEWR,EGLL,N/A
DLH483,B789,KMSP,EDDF,N/A
AFR7,B77W,KJFK,LFPG,N/A
IBE342,A333,KORD,LEMD,N/A
UAL907,B78X,KORD,EDDF,N/A
UAL909,B763,KORD,EHAM,N/A
QTR778,A35K,KMIA,OTHH,N/A
DLH501,B789,SBGL,EDDF,N/A
JBU33,A21N,KBOS,LFPG,N/A
IBE348,A21N,KBOS,LEMD,N/A
TAP74,A339,SBGL,LPPT,N/A
UAL915,B788,KIAD,LFPG,N/A
TFL757,B788,TNCC,EHAM,N/A
AVA47,B788,LEMD,SKBO,N/A
AFR99,B77W,KMIA,LFPG,N/A
UAL918,B772,KIAD,EGLL,N/A
UAL920,B763,KORD,EGLL,N/A
PIA784,B77L,CYYZ,OPKC,N/A
TAP82,A339,SBGR,LPPT,N/A
BOX469,B77L,KIAH,EDDF,N/A
ACA696,A320,CYYZ,CYYT,N/A
