Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
CLX6107,B744,ELLX,KATL,N/A
VIR157,A339,EGLL,KBOS,N/A
VLG3217,A321,GCXO,LEBL,N/A
RYR5716,B738,GCTS,EGNX,N/A
BAW159,B772,EGLL,TXKF,N/A
GXA441,A321,MDPC,CYQM,N/A
MSR996,B787,CYYZ,HECA,N/A
RZO323,A21N,LPPD,CYYZ,N/A
QUE30,DH8B,CYZV,CYYY,N/A
EZY3366,A320,GCTS,EGGP,N/A
EZY2008,A320,GCTS,EGCC,N/A
BAW171,B788,EGLL,KPIT,N/A
SWR18,A333,LSZH,KEWR,N/A
ICE615,B38M,BIKF,KJFK,N/A
MNB1548,A332,KJFK,LEZG,N/A
IFA5013,CL60,KIAD,BIKF,N/A
TAP203,A21N,LPPT,KEWR,N/A
BAW179,B772,EGLL,KJFK,N/A
