Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
AAL705,B772,EDDF,KCLT,N/A
FWI516,A333,LFPO,TFFF,N/A
VLG3135,A320,GCTS,LFPO,N/A
TSC634,A321,CYHZ,MDPC,N/A
UAL957,B763,LSGG,KEWR,N/A
UAL15,B763,EGLL,KEWR,N/A
EXS377,B738,EGAA,GCTS,N/A
AVA120,B788,SKBO,EGLL,N/A
KLM601,B78X,EHAM,KLAX,N/A
EFW2700,A321,EGKK,GCTS,N/A
JTD95T,B738,EFHK,Unknown,N/A
UAL963,B764,EDDB,KEWR,N/A
UAL21,B763,EHAM,KIAH,N/A
NOS65RY,,BIKF,Unknown,N/A
UAL22,B772,EIDW,KEWR,N/A
KLM605,B772,EHAM,KSFO,N/A
UPS223,B748,KSDF,EDDK,N/A
EDW38,A343,LSZH,MROC,N/A
UPS229,B744,KSDF,EDDK,N/A
JTD371,B738,EKCH,Unknown,N/A
LGL716,B737,GCTS,ELLX,N/A
UAL973,B78X,EBBR,KORD,N/A
UAL31,B764,EDDM,KEWR,N/A
FWI540,A35K,LFPO,TFFR,N/A
CHG571,B744,EBLG,KIAH,N/A
