Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
BAW288,A35K,KPHX,EGLL,N/A
SAT402,DH8D,LPPD,LPLA,N/A
TAP28,A332,SBSV,LPPT,N/A
UAE213,B77W,OMDB,KMIA,N/A
RZO141,A320,LPPT,LPPI,N/A
UAE214,B77W,KMIA,OMDB,N/A
IBE308,A359,MMMX,LEMD,N/A
ETH552,A359,LIRF,CYYZ,N/A
TAM8084,B773,SBGR,EGLL,N/A
IBE312,A359,MMMX,LEMD,N/A
UAE219,B77W,OMDB,KMCO,N/A
AAR587,B744,KJFK,EBBR,N/A
LOT10,B788,KORD,EPKK,N/A
AVA10,B788,SKBO,LEMD,N/A
FDX5038,B77L,KMEM,EDDK,N/A
DLH459,A359,KSFO,EDDM,N/A
JBU1621,A21N,EGLL,KBOS,N/A
EZY6341,A320,EGKK,BIKF,N/A
AVA16,B788,SKRG,LEMD,N/A
UAE231,A388,OMDB,KIAD,N/A
KLM195,B77W,EHAM,SMJP,N/A
EZY8129,A320,EGKK,GCLP,N/A
UAL883,B763,EGLL,KEWR,N/A
MMZ8900,B772,SBKP,LPPT,N/A
ACA56,B789,CYYZ,OMDB,N/A
QTR764,B77W,CYUL,OTHH,N/A
AVA27,B788,LEMD,SKBO,N/A
ACA57,B789,OMDB,CYYZ,N/A
ADN75C,J328,GCFV,Unknown,N/A
UAE241,A388,OMDB,CYYZ,N/A
AFR2,A359,LFPG,KJFK,N/A
UAE243,B77L,OMDB,CYUL,N/A
RZO172,A320,LPPD,LPPR,N/A
IBE338,A333,KMIA,LEMD,N/A
RYR524,B38M,GCXO,LEBL,N/A
RYR7671,B38M,GCFV,EDDK,N/A
QTR781,A35K,OTHH,KMIA,N/A
UAE256,B77L,MMMX,LEBL,N/A
LOT46,B789,CYYZ,EPWA,N/A
IBE352,A332,KLAX,LEMD,N/A
DLH499,B748,MMMX,EDDF,N/A
AFR4081,B77W,KLAX,LFPG,N/A
AFR4083,B77W,CYYZ,LFPG,N/A
ACA687,A320,CYYT,CYYZ,N/A
TAP88,A339,SBGR,LPPT,N/A
IBE364,A332,KDFW,LEMD,N/A
TAM8147,B773,LPPT,SBGR,N/A
ACA90,B789,CYYZ,SBGR,N/A
RYR3828,B738,LIPE,GCLP,N/A
SAT160,DH8D,LPPD,LPMA,N/A
RYR563,B38M,EBCI,GCTS,N/A
RZO228,A20N,LPPD,LIMC,N/A
FDX34,B77L,KMEM,EGSS,N/A
LGL371,B38M,ELLX,GVAC,N/A
CND5997,A359,TNCB,EHAM,N/A
RYR1123,B738,GCTS,LEST,N/A
EZY8519,A320,EGKK,LPMA,N/A
UAL957,B763,LSGG,KEWR,N/A
EXS377,B738,EGAA,GCTS,N/A
AVA120,B788,SKBO,EGLL,N/A
KLM601,B78X,EHAM,KLAX,N/A
NOS65RY,,BIKF,Unknown,N/A
UAL22,B772,EIDW,KEWR,N/A
EDW38,A343,LSZH,MROC,N/A
UPS229,B744,KSDF,EDDK,N/A
CHG571,,EBLG,KIAH,N/A
AAL103,B772,EGLL,KJFK,N/A
RYR609,B738,EGSS,GCFV,N/A
UAL37,B752,EGPH,KEWR,N/A
AAL734,B772,KCLT,EGLL,N/A
SIA26,B77W,EDDF,KJFK,N/A
SVA21,B77W,OEJN,KJFK,N/A
VLG3163,A320,GCLP,LEST,N/A
RYR2196,B38M,LIPH,GCLP,N/A
EXS727,A321,EGPH,GCTS,N/A
EZY2260,A320,BIKF,EGCC,N/A
BAW117,B77W,EGLL,KJFK,N/A
GAF779,A21N,EDDK,KBGR,N/A
TAP1862,A20N,LPPD,LPPT,N/A
ETD1,A388,OMAA,KJFK,N/A
ABB378,A332,EDDP,KCVG,N/A
IBE126,A359,SPJC,LEMD,N/A
CLX6697,B748,KIAH,EGPK,N/A
N5134Y,,BIKF,Unknown,N/A
ETD9,A35K,OMAA,KORD,N/A
IBB6012,E295,GCLP,LEMD,N/A
THY6074,B77L,KMIA,EBLG,N/A
KQA2,B788,HKJK,KJFK,N/A
