Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
AEA89,B789,LEMD,MDSD,N/A
DAL583,A319,TXKF,KATL,N/A
IBE2627,A332,LEBL,KJFK,N/A
DLH424,A359,EDDM,KBOS,N/A
BAW269,A388,EGLL,KLAX,N/A
EIN87,A21N,EIDW,KCLE,N/A
EZY6306,A320,GCRR,EGKK,N/A
AEA97,B789,LEMD,KMIA,N/A
BAW275,A35K,EGLL,KLAS,N/A
TOM215,B38M,GVAC,EGCC,N/A
PVL2257,DH8D,CYYT,CYHZ,N/A
DLH434,A359,EDDM,KORD,N/A
THY77,B77W,LTFM,KMIA,N/A
TOM533,B38M,GVBA,EGKK,N/A
RZO127,A21N,LPPT,LPPD,N/A
THY81,A333,LTFM,KBOS,N/A
BAW49,B78X,EGLL,KSEA,N/A
UAE204,A388,KJFK,OMDB,N/A
KBA317,DHC6,,Unknown,N/A
UAE205,A388,LIMC,KJFK,N/A
N620QS,C68A,KISP,TIST,N/A
PVL2266,DH8D,KEWR,CYHZ,N/A
BAW287,B77W,EGLL,KSFO,N/A
AEA9057,B738,LEMD,GCXO,N/A
BAW289,A35K,EGLL,KPHX,N/A
AAL87,B789,EGLL,KORD,N/A
PVL2271,DH8D,CYQX,CYHZ,N/A
FBU72J,A359,LFPO,KEWR,N/A
TAP29,A339,LPPT,SBSV,N/A
POE2283,DH8D,CYHZ,CYYT,N/A
BAW297,B78X,EGLL,KORD,N/A
IBE311,A359,LEMD,MMMX,N/A
PVL902,DH8D,CYYR,CYDF,N/A
TAP35,A332,LPPT,SBFZ,N/A
DAL299,A339,DNMM,KJFK,N/A
ETH553,A359,CYYZ,HAAB,N/A
SPR810,BE20,CYQY,CYHZ,N/A
BAW67,A35K,EGLL,KPHL,N/A
DLH458,A359,EDDM,KSFO,N/A
AVA11,B788,LEMD,SKBO,N/A
PVL2284,DH8D,CYOW,CYHZ,N/A
EXS3225,B738,EGGP,Unknown,N/A
CMB506,B762,LBSF,Unknown,N/A
AAL1239,A319,KJFK,TIST,N/A
SAT107,DH8D,LPPD,LPAZ,N/A
CRL942,A339,LFPO,TFFR,N/A
VJT850,GLEX,KEWR,LOWW,N/A
IBE325,A359,LEMD,KJFK,N/A
EJA956,C68A,KIAD,TUPJ,N/A
THY1,B77W,LTFM,KJFK,N/A
AIC188,B77W,CYYZ,VIDP,N/A
EZY3199,A320,EGPH,GCTS,N/A
PVL921,DH8D,CYQX,CYYR,N/A
LOT26,B788,EPWA,KJFK,N/A
BAW85,A35K,EGLL,CYVR,N/A
DLH474,A359,EDDM,CYUL,N/A
NOS1925,,GCTS,BIKF,N/A
RYR2424,B738,GCTS,EGSS,N/A
ETH575,B788,KORD,HAAB,N/A
LOT29,B789,EPWA,KMIA,N/A
THY5,B77W,LTFM,KORD,N/A
LEX8108,GL7T,LFPB,KMIA,N/A
PSRDR,,BIKF,Unknown,N/A
EXS317,B738,EGAA,Unknown,N/A
THY7,B77W,LTFM,KIAD,N/A
TSC253,A332,LEMG,CYUL,N/A
FPY409,A20N,BIKF,KBWI,N/A
IBE337,A332,LEMD,KMIA,N/A
EWG253,A20N,GCTS,EDDK,N/A
ACA664,BCS3,CYUL,CYHZ,N/A
UAE244,B77L,CYUL,OMDB,N/A
RZO174,A20N,LPPD,LPPR,N/A
AIZ991,A339,LLBG,KJFK,N/A
BAW95,B788,EGLL,CYUL,N/A
POE2325,DH8D,CYUL,CYHZ,N/A
AFR8,B77W,LFPG,KJFK,N/A
BOX448,B772,EBBR,KORD,N/A
AFR92,A359,LFPG,KMIA,N/A
BAW99,B772,EGLL,CYYZ,N/A
LOT45,B789,EPWA,CYYZ,N/A
BOX458,B772,EDDF,KATL,N/A
RYR3172,B738,EGNX,GCRR,N/A
AVA46,B788,SKBO,LEMD,N/A
SWT185,,GCLP,Unknown,N/A
AIE634,DHC6,CYTQ,CYLA,N/A
UAL921,B763,EGLL,KEWR,N/A
WJA1049,B738,KMCO,CYYT,N/A
UAL925,B772,EGLL,KIAD,N/A
XFL570,GLF5,TQPF,KMMU,N/A
ACA692,A319,CYYZ,CYYT,N/A
WMT6324,A321,GCTS,LIMC,N/A
N257QS,CL60,KFRG,TBPB,N/A
EZY7755,A320,LPPR,LPMA,N/A
UAL933,B772,EDDF,KIAD,N/A
