Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
RYR7003,B738,GCLP,LEST,N/A
OYHVI,,,Unknown,N/A
CRL924,A339,LFPO,TFFF,N/A
CRL926,A339,LFPO,TFFR,N/A
IBE307,A359,LEMD,MMMX,N/A
EXS918,A321,GCTS,EGCC,N/A
BAW295,B789,EGLL,KORD,N/A
DLH452,A359,EDDM,KLAX,N/A
POE2283,DH8D,CYTZ,CYHZ,N/A
JKR85,H25B,KFRG,TQPF,N/A
FFT3001,A20N,KBOS,TJSJ,N/A
TOR800,CL60,TVSA,KTEB,N/A
DAL299,A339,DNMM,KJFK,N/A
QTR743,A359,OTHH,KBOS,N/A
ETH553,A359,CYYZ,HAAB,N/A
BAW67,A35K,EGLL,KPHL,N/A
UBT72C,B789,EGKK,KMIA,N/A
AFR62,A359,LFPG,KEWR,N/A
OCN64,A333,EDDF,KTPA,N/A
DLH460,A359,EDDM,KMIA,N/A
AVA11,B788,LEMD,SKBO,N/A
FPY694,A20N,BIKF,LPPT,N/A
N127QS,GL5T,KIAD,TNCM,N/A
CRL942,A339,LFPO,TFFR,N/A
AVA17,B788,LEMD,SKRG,N/A
DLH466,A359,EDDM,KSAN,N/A
UAL249,B752,GCTS,KEWR,N/A
VJT850,GLEX,KEWR,LOWW,N/A
AVA19,B788,LEBL,SKBO,N/A
IBE325,A359,LEMD,KJFK,N/A
DLH470,B744,EDDF,CYYZ,N/A
UAE235,B77W,OMDB,KORD,N/A
THY1,B77W,LTFM,KJFK,N/A
KUK848,PC12,CYKL,CYVP,N/A
QTR763,B77W,OTHH,CYUL,N/A
