Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
UAL249,B752,GCTS,KEWR,N/A
NSZ3676,,EKCH,Unknown,N/A
DLH468,B789,EDDF,KAUS,N/A
UAL879,B772,EGLL,KIAH,N/A
AVA19,B788,LEBL,SKBO,N/A
ICE441,B39M,EGCC,BIKF,N/A
KLM195,B77W,EHAM,SMJP,N/A
EZY8130,A320,GCLP,EGKK,N/A
FPY401,A21N,LFPG,BIKF,N/A
UAL883,B763,EGLL,KEWR,N/A
MMD6751,FA7X,TNCM,KTEB,N/A
IBE333,A332,LEMD,KMIA,N/A
TOM1YH,B738,LPMA,Unknown,N/A
EXS631,B738,EGNX,GCRR,N/A
AFR2,A359,LFPG,KJFK,N/A
ICE451,B39M,EGLL,BIKF,N/A
BOX443,B77L,KORD,EDDF,N/A
TSC253,A330,LEMG,CYUL,N/A
AFR4,B77W,LFPG,KJFK,N/A
AFR84,B77W,LFPG,KSFO,N/A
PVL928,DH8A,CYYR,CYDF,N/A
BAW2037,B772,EGKK,KMCO,N/A
BAW93,B77L,EGLL,CYYZ,N/A
TOM1YL,B38M,EGPF,Unknown,N/A
