Callsign,Aircraft Type,Departure,Destination,Departure Time (UTC)
AAL2582,B38M,KJFK,TAPA,N/A
CRL924,A339,LFPO,TFFF,N/A
SWG456,B738,CYHZ,MDPC,N/A
BAW295,B789,EGLL,KORD,N/A
IBE307,A359,LEMD,MMMX,N/A
AAL93,B788,LSZH,KPHL,N/A
CRL926,A339,LFPO,TFFR,N/A
DLH452,A359,EDDM,KLAX,N/A
PVL901,DH8D,CYYR,CYWK,N/A
AAL95,B788,LEMD,KJFK,N/A
QTR743,A359,OTHH,KBOS,N/A
UBT72C,B789,EGKK,KMIA,N/A
DLH456,B748,EDDF,KLAX,N/A
BAW67,A35K,EGLL,KPHL,N/A
AFR62,A359,LFPG,KEWR,N/A
OCN64,A333,EDDF,KTPA,N/A
DLH460,A359,EDDM,KMIA,N/A
JBU1621,A21N,EGLL,KBOS,N/A
DLH462,B748,EDDF,KMIA,N/A
DLH466,A359,EDDM,KSAN,N/A
QTR755,A35K,OTHH,KATL,N/A
UAL249,B752,GCTS,KEWR,N/A
AVA19,B788,LEBL,SKBO,N/A
DLH468,B789,EDDF,KAUS,N/A
ICE441,B39M,EGCC,BIKF,N/A
