Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Time, Info, TA, RA, !BOOM!,,,,,,,,,
DLH733,B772,LSZH,CYYT,45916.8,49805.34,64.8,3,1,0,0,,,,,,,,,
UAE799,B772,EGLL,KDCA,45894.42,49805.4,65.2,9,1,0,0,,,,,,,,,
VIR889,A339,EDDM,KDCA,39378.84,49864.38,174.8,0,0,0,0,,,,,,,,,
KLM434,B788,LSZH,KBUF,38514.9,49870.02,189.3,0,0,0,0,,,,,,,,,
DAL852,B77W,RJAA,MYNN,47611.38,49936.32,38.7,25,1,0,0,,,,,,,,,
DAL788,B789,UUDD,KCLT,46765.44,49954.02,53.1,5,1,0,0,,,,,,,,,
SAS386,A35K,RJBB,MDPC,47156.04,49954.08,46.6,10,1,0,0,,,,,,,,,
BAW546,A339,OERK,KROC,48951.3,49974.54,17.1,0,0,0,0,,,,,,,,,
SAS726,B77W,LTFM,KIAD,39641.88,49974.6,172.2,0,0,0,0,,,,,,,,,
IBE363,A333,EDDB,CYYR,49075.14,49980.3,15.1,0,0,0,0,,,,,,,,,
EIN5,A333,OERK,MMCL,38764.92,50032.56,187.8,0,0,0,0,,,,,,,,,
SAS91,A332,EGCC,KJFK,39168.84,50119.92,182.5,50,0,0,0,,,,,,,,,
IBE983,B789,LFPG,MMMX,47236.92,50159.04,48.7,111,1,0,0,,,,,,,,,
LOT802,A359,EGSS,KSYR,47448.24,50177.76,45.5,5,1,0,0,,,,,,,,,
SAS156,A333,EDDB,MDSD,39612,50209.56,176.6,0,0,0,0,,,,,,,,,
DLH834,B772,VOMM,MDPC,44593.98,50224.38,93.8,43,1,0,0,,,,,,,,,
UAL296,A346,EGLL,KCLT,44293.5,50229.9,98.9,95,2,0,0,,,,,,,,,
TSC551,B789,OERK,KIAD,47209.92,50294.16,51.4,19,1,0,0,,,,,,,,,
DAL41,A388,LFPO,KBNA,39740.7,50315.52,176.2,0,0,0,0,,,,,,,,,
TSC668,B78X,ZGGG,KSYR,39406.8,50322,181.9,0,0,0,0,,,,,,,,,
DAL693,B789,EGLL,KPHL,47370.12,50353.62,49.7,1,1,0,0,,,,,,,,,
VIR49,B788,RJAA,MMAS,46664.04,50412.42,62.5,13,1,0,0,,,,,,,,,
ETD837,B772,EGCC,MMMY,39509.4,50425.56,181.9,0,0,0,0,,,,,,,,,
IBE804,B788,VOBL,MUHA,46689.12,50444.82,62.6,0,1,0,0,,,,,,,,,
DLH696,B77W,RJTT,MMMY,39967.5,50451.3,174.7,0,0,0,0,,,,,,,,,
SWR936,A35K,LEBL,KALB,40242.6,50702.4,174.3,3,1,0,0,,,,,,,,,
TSC729,A333,RJGG,KATL,44385.36,50715.42,105.5,9,1,0,0,,,,,,,,,
KLM809,B788,LFLL,MMAS,44523.24,50728.56,103.4,1,1,0,0,,,,,,,,,
UAL671,A333,VTBS,CYYT,44249.1,50860.98,110.2,111,0,0,0,,,,,,,,,
LOT593,A332,EGSS,KJFK,44159.4,50860.98,111.7,144,2,0,0,,,,,,,,,
DLH629,A333,LFPO,MMZP,50155.38,50913.3,12.6,49,0,0,0,,,,,,,,,
LOT289,B744,LEMD,KPHL,40509.96,50913.36,173.4,1,0,0,0,,,,,,,,,
DLH879,A346,VECC,TTPP,43496.28,50932.74,123.9,6,2,0,0,,,,,,,,,
AFR492,B772,EDDL,KMIA,47779.14,50966.64,53.1,2,2,0,0,,,,,,,,,
KLM730,B763,EDDH,KMIA,39689.58,50973.24,188.1,0,0,0,0,,,,,,,,,
DLH27,A359,LIPZ,KFLL,39942.24,50973.3,183.9,0,0,0,0,,,,,,,,,
KLM818,A339,EDDF,KJFK,40017.72,50985.54,182.8,0,0,0,0,,,,,,,,,
AAL991,B748,EDDH,MTPP,40289.64,50985.54,178.3,0,0,0,0,,,,,,,,,
AFR390,B744,UUDD,KATL,40488.48,51000.24,175.2,1,0,0,0,,,,,,,,,
DAL30,B772,VOMM,KDCA,47422.5,51000.3,59.6,0,1,0,0,,,,,,,,,
SAS271,A333,LFLL,MMPR,49632.3,51011.4,23,0,0,0,0,,,,,,,,,
THY264,B748,ZUUU,CYYT,40753.92,51017.94,171.1,0,0,0,0,,,,,,,,,
VIR43,B764,RJTT,MDPC,39301.8,51017.94,195.3,0,0,0,0,,,,,,,,,
SAS480,B788,VHHH,TBPB,49801.68,51023.7,20.4,0,1,0,0,,,,,,,,,
UAE908,A388,VECC,KSYR,45248.1,51052.14,96.7,0,0,0,0,,,,,,,,,
SWR779,B788,VABB,KATL,50265.3,51057.72,13.2,26,2,0,0,,,,,,,,,
EIN799,A339,EGSS,KMIA,50411.46,51057.72,10.8,10,1,0,0,,,,,,,,,
SAS670,B748,ZUUU,TBPB,44411.58,51070.8,111,1,1,0,0,,,,,,,,,
TSC722,B772,EDDH,KBWI,50525.22,51124.02,10,47,1,0,0,,,,,,,,,
TAP246,B789,ZUUU,MMZP,40895.94,51130.56,170.6,0,0,0,0,,,,,,,,,
KLM872,B772,LIMC,KMCO,50563.5,51137.16,9.6,4,1,0,0,,,,,,,,,
UAL656,B772,EGPH,KJFK,39714.72,51164.04,190.8,17,0,0,0,,,,,,,,,
TAP511,B772,VOMM,KBDL,44340.54,51215.76,114.6,0,1,0,0,,,,,,,,,
SAS339,A359,ZBAA,KLGA,49143.36,51264.3,35.3,16,0,0,0,,,,,,,,,
AAL688,A35K,ZUUU,KATL,47972.46,51283.62,55.2,15,2,0,0,,,,,,,,,
IBE315,B77L,LFLL,KPHL,47720.58,51290.1,59.5,36,1,0,0,,,,,,,,,
UAL227,A35K,LIRF,MMCS,49871.88,51308.88,24,0,0,0,0,,,,,,,,,
IBE27,B789,LFLL,KJAX,49839,51308.88,24.5,0,0,0,0,,,,,,,,,
DAL894,A388,UUEE,MUHA,44617.32,51342.3,112.1,0,0,0,0,,,,,,,,,
DAL360,B78X,LSZH,KCHS,39993.48,51342.36,189.1,26,0,0,0,,,,,,,,,
SWR29,A388,VIDP,MYNN,44178.72,51348.9,119.5,0,0,0,0,,,,,,,,,
TAP448,A359,LTFM,TTPP,40942.74,51375,173.9,0,0,0,0,,,,,,,,,
SAS486,A332,WIII,MDSD,40314.84,51382.5,184.5,0,0,0,0,,,,,,,,,
DLH407,A339,VTBS,KJAX,40388.82,51388.98,183.3,0,0,0,0,,,,,,,,,
THY850,A333,EGSS,KSYR,40094.88,51394.56,188.3,0,0,0,0,,,,,,,,,
AFR373,A359,VHHH,KFLL,41345.7,51466.2,168.7,154,0,0,0,,,,,,,,,
AFR587,B789,ZSPD,MUHA,43859.88,51486.78,127.1,11,1,0,0,,,,,,,,,
DAL537,B77W,LFMN,MDSD,43268.94,51512.04,137.4,0,1,0,0,,,,,,,,,
BAW687,A359,LIMC,TJSJ,48523.56,51545.58,50.4,36,2,0,0,,,,,,,,,
UAE664,B789,VHHH,MYNN,45820.62,51556.8,95.6,15,1,0,0,,,,,,,,,
VIR346,B744,WIII,MMTJ,41108.88,51556.8,174.1,3,0,0,0,,,,,,,,,
UAE88,B77W,VECC,MMZP,45507.36,51563.28,100.9,45,1,0,0,,,,,,,,,
KLM153,B763,ULLI,KLGA,39146.4,51630.78,208.1,0,0,0,0,,,,,,,,,
TSC344,B77W,OTHH,KFLL,40680.42,51655.98,182.9,0,0,0,0,,,,,,,,,
VIR494,A35K,UUEE,MMUN,47023.8,51774.3,79.2,14,1,0,0,,,,,,,,,
LOT881,B744,EBBR,KPHL,47261.1,51780,75.3,3,1,0,0,,,,,,,,,
TAP172,B744,WSSS,KBUF,46411.02,51787.44,89.6,13,2,0,0,,,,,,,,,
TAP595,B77W,ZGGG,TBPB,51204.12,51854.7,10.8,2,1,0,0,,,,,,,,,
IBE112,A35K,LSZH,MMGL,41554.98,51861.18,171.8,55,0,0,0,,,,,,,,,
UAL421,B77L,ULLI,KTPA,51334.86,51878.76,9.1,0,1,0,0,,,,,,,,,
BAW383,B772,EDDB,MDPC,40967.1,51887.16,182,0,0,0,0,,,,,,,,,
SAS500,B763,VECC,KMIA,40192.14,51938.1,195.8,0,0,0,0,,,,,,,,,
DAL104,B788,LTFJ,CYQX,40607.7,52075.56,191.1,0,0,0,0,,,,,,,,,
BAW81,B788,LSZH,MMMX,41063.04,52083.9,183.7,0,0,0,0,,,,,,,,,
AAL828,B748,EDDM,MMGL,46162.32,52089.42,98.8,2,2,0,0,,,,,,,,,
UAL317,A343,ULLI,KALB,51422.4,52096.02,11.2,4,1,0,0,,,,,,,,,
SWR195,B789,LFMN,KJFK,51252,52128.54,14.6,0,1,0,0,,,,,,,,,
LOT971,B744,WIII,KFLL,45461.64,52160.22,111.6,0,1,0,0,,,,,,,,,
UAE269,A339,LSGG,KSYR,40992.24,52187.34,186.6,0,0,0,0,,,,,,,,,
TSC980,A388,EGPH,MYNN,41763.6,52207.92,174.1,0,0,0,0,,,,,,,,,
AFR963,B764,EHAM,KCLT,41203.92,52252.56,184.1,0,0,0,0,,,,,,,,,
TSC714,B788,WIII,KROC,40631.04,52273.92,194,1,0,0,0,,,,,,,,,
AFR85,B772,LFPO,KMIA,48434.64,52307.58,64.5,0,0,1,0,,,,,,,,,
TSC540,B772,UUEE,KMCO,48493.56,52314,63.7,0,0,1,0,,,,,,,,,
AFR601,A332,LFPO,KLGA,41251.5,52339.32,184.8,5,0,0,0,,,,,,,,,
ETD934,B78X,EGPH,CYYR,43722.78,52358.7,143.9,71,0,0,0,,,,,,,,,
UAL467,B772,LFPG,KFLL,42497.52,52377.42,164.7,0,1,0,0,,,,,,,,,
LOT574,B764,EGSS,MMCL,40776.42,52383.96,193.5,0,0,0,0,,,,,,,,,
TSC350,B77L,EDDH,KBNA,41227.26,52390.5,186.1,0,0,0,0,,,,,,,,,
TSC86,B77L,RKSS,KPBI,41579.22,52449.42,181.2,0,0,0,0,,,,,,,,,
UAE722,A35K,RJTT,MMTJ,42086.28,52483.5,173.3,0,0,0,0,,,,,,,,,
SWR39,B763,VTBS,KBUF,41531.64,52509.3,183,0,0,0,0,,,,,,,,,
VIR694,B744,OERK,KBWI,42269.1,52515.9,170.8,0,0,0,0,,,,,,,,,
IBE292,B788,VTBS,MMAS,40728.84,52547.76,197,56,0,0,0,,,,,,,,,
ETD212,B752,WIII,MDSD,41993.88,52560.48,176.1,0,0,0,0,,,,,,,,,
DAL9,B788,EBBR,MMUN,41484.72,52560.48,184.6,0,0,1,0,,,,,,,,,
AAL540,B77W,LIRF,MMCL,42155.16,52574.52,173.7,0,0,0,0,,,,,,,,,
SAS717,B772,VIDP,MYNN,41949.3,52580.16,177.2,0,0,0,0,,,,,,,,,
DAL459,B772,ZGGG,KMCO,43044.12,52673.94,160.5,19,2,0,0,,,,,,,,,
LOT359,B772,VIDP,MMPR,43474.86,52691.7,153.6,1,1,0,0,,,,,,,,,
LOT773,B763,VTBS,CYYT,46235.7,52810.02,109.6,7,1,0,0,,,,,,,,,
VIR838,B789,LFLL,KLGA,51824.16,52810.02,16.4,0,0,0,0,,,,,,,,,
SWR854,B77W,EDDB,CYQX,42360.36,52810.02,174.2,1,0,0,0,,,,,,,,,
AFR736,B763,LEPA,KIAD,46972.5,52817.52,97.4,3,2,0,0,,,,,,,,,
UAL49,A333,OMDB,KLGA,50884.32,52824,32.3,4,1,0,0,,,,,,,,,
AFR565,B788,EGPH,TTPP,50921.7,52830.6,31.8,4,1,0,0,,,,,,,,,
IBE808,B763,LFPO,KBWI,41901.72,52850.1,182.5,1,0,0,0,,,,,,,,,
BAW564,B788,LEBL,KBDL,41509.14,52869.6,189.3,1,0,0,0,,,,,,,,,
UAL576,A359,EGPH,KALB,51963.48,52883.76,15.3,0,0,1,0,,,,,,,,,
SAS555,B772,LEBL,KIAD,42063.24,52944.24,181.4,0,0,0,0,,,,,,,,,
BAW560,A35K,ZSPD,TJSJ,52565.22,52950.78,6.4,0,1,0,0,,,,,,,,,
DAL431,B789,VHHH,KBDL,52467.72,52950.78,8.1,1,1,0,0,,,,,,,,,
SAS310,A359,WMKK,KPBI,42611.7,52962.9,172.5,11,0,0,0,,,,,,,,,
SWR906,B77L,VOMM,CYQX,42679.44,52962.9,171.4,112,0,0,0,,,,,,,,,
UAL136,A35K,WIII,MMMY,42906.96,52974.96,167.8,2,0,0,0,,,,,,,,,
AAL899,B789,UUEE,MMUN,41832.6,53014.62,186.4,3,0,0,0,,,,,,,,,
AAL799,B764,LFPG,MMCS,41369.28,53021.04,194.2,1,0,0,0,,,,,,,,,
UAE744,B789,EGKK,MMGL,42773.64,53048.04,171.2,129,0,0,0,,,,,,,,,
UAL348,B77L,EDDB,KMCO,47916.72,53054.52,85.6,6,2,0,0,,,,,,,,,
AFR201,A339,RJAA,MKJS,41649.3,53080.44,190.5,0,0,0,0,,,,,,,,,
AFR803,A333,OMAA,KPBI,42477.18,53086.14,176.8,6,0,0,0,,,,,,,,,
VIR196,B77W,VOBL,KLGA,43360.98,53144.34,163.1,1,0,1,0,,,,,,,,,
BAW161,A359,LFMN,KJFK,42039.72,53163.9,185.4,9,0,0,0,,,,,,,,,
SWR528,B748,LEMD,CYYT,42821.22,53222.52,173.4,0,0,0,0,,,,,,,,,
IBE263,B77W,LSZH,MKJP,43337.76,53267.22,165.5,3,0,2,0,,,,,,,,,
EIN634,B748,RJGG,KBWI,42567.78,53281.98,178.6,0,0,0,0,,,,,,,,,
EIN183,B788,VTBS,KTPA,42201.06,53288.76,184.8,0,0,0,0,,,,,,,,,
SWR111,A339,VOBL,KTPA,50084.7,53327.76,54.1,2,1,0,0,,,,,,,,,
DAL327,A332,LIMC,KSYR,50308.08,53359.56,50.9,1,1,0,0,,,,,,,,,
DLH230,A388,RKSS,MMZP,45081.24,53393.94,138.5,2,2,0,0,,,,,,,,,
SWR302,B748,UUEE,KMSY,46288.8,53414.52,118.8,1,1,0,0,,,,,,,,,
TAP661,B77W,EGCC,KROC,48552.54,53480.7,82.1,7,2,0,0,,,,,,,,,
AFR224,A333,LSZH,KCHS,42793.32,53486.22,178.2,0,0,0,0,,,,,,,,,
EIN384,B752,EBBR,MMGL,42725.16,53674.08,182.5,0,0,0,0,,,,,,,,,
DAL626,B78X,EDDL,CYYT,43315.68,53771.76,174.3,0,0,0,0,,,,,,,,,
KLM55,B763,EDDB,MKJS,42428.58,53818.08,189.8,0,0,0,0,,,,,,,,,
LOT571,A346,RJAA,MMUN,48887.82,53831.82,82.4,1,0,0,0,,,,,,,,,
DAL303,B772,EDDH,TJSJ,49430.58,53831.82,73.4,1,0,1,0,,,,,,,,,
AAL310,B763,LFPO,MMPR,42952.44,53931.12,183,0,0,0,0,,,,,,,,,
DAL683,A339,EGLL,KBUF,49364.28,53989.56,77.1,0,0,0,0,,,,,,,,,
EIN399,B764,LTFM,TJSJ,42384.9,54021.84,193.9,0,0,0,0,,,,,,,,,
KLM537,B77W,EDDH,KDCA,48643.5,54047.7,90.1,11,1,0,0,,,,,,,,,
THY489,A333,VHHH,CYYT,47694.42,54059.76,106.1,12,1,0,0,,,,,,,,,
IBE180,B77W,LSZH,KLGA,49337.04,54067.2,78.8,256,0,0,0,,,,,,,,,
UAL274,B788,EDDM,TBPB,47102.82,54073.8,116.2,0,1,0,0,,,,,,,,,
UAE407,B764,EHAM,KPHL,49236.54,54073.8,80.6,3,1,0,0,,,,,,,,,
TSC374,A333,LIRF,MKJP,42929.22,54198.78,187.8,0,0,0,0,,,,,,,,,
SWR255,A35K,LFMN,MDPC,53008.32,54198.78,19.8,38,1,0,0,,,,,,,,,
EIN127,B789,OMDB,KROC,49107.78,54236.82,85.5,0,1,0,0,,,,,,,,,
THY741,A359,VABB,KBWI,52893.78,54262.8,22.8,0,1,0,0,,,,,,,,,
SWR871,A339,EDDL,CYYR,43748.1,54269.76,175.4,2,0,0,0,,,,,,,,,
SAS777,B772,EGCC,MDPC,44042.94,54492.84,174.2,0,0,0,0,,,,,,,,,
SAS269,B772,VABB,KMCO,43450.38,54503.94,184.2,0,0,0,0,,,,,,,,,
IBE910,A332,VABB,MKJP,50680.92,54517.02,63.9,5,1,0,0,,,,,,,,,
UAL728,A333,OMDB,MYNN,50797.56,54517.02,62,1,1,0,0,,,,,,,,,
DLH462,A35K,LIRF,MMCL,54381.3,54608.4,3.8,0,1,0,0,,,,,,,,,
VIR247,A332,RJTT,MMZP,43065.6,54614.82,192.5,365,0,0,0,,,,,,,,,
IBE756,B77W,OMDB,MMMX,54458.58,54639.96,3,0,1,0,0,,,,,,,,,
TSC781,B77W,RJGG,MKJS,43929.06,54653.16,178.7,0,0,0,0,,,,,,,,,
EIN788,B77L,LSGG,MMTJ,43679.1,54693.3,183.6,0,0,0,0,,,,,,,,,
UAL343,B77W,EDDL,MUHA,44364.72,54724.74,172.7,0,0,0,0,,,,,,,,,
TAP495,B744,LEPA,MDSD,44569.68,54953.22,173.1,0,0,0,0,,,,,,,,,
UAE239,B748,RJAA,CYQX,44988.78,54953.22,166.1,0,0,0,0,,,,,,,,,
AFR397,B789,ZUUU,KPBI,48229.8,54979.26,112.5,4,1,0,0,,,,,,,,,
ETD776,B764,VABB,KBNA,43428,55004.4,192.9,0,0,0,0,,,,,,,,,
ETD851,A343,EGPH,KALB,48318.06,55010.82,111.5,2,1,0,0,,,,,,,,,
TAP74,A388,ULLI,MDSD,45222.78,55051.02,163.8,0,0,0,0,,,,,,,,,
UAL758,B77W,LIMC,MUHA,44454.36,55057.56,176.7,0,0,0,0,,,,,,,,,
IBE906,A35K,VIDP,KROC,48172.8,55063.98,114.9,8,1,0,0,,,,,,,,,
KLM706,B763,LFLL,MMUN,43518.72,55076.94,192.6,0,0,0,0,,,,,,,,,
UAE319,B77L,WIII,KJFK,43974.06,55123.38,185.8,0,0,0,0,,,,,,,,,
UAL652,A332,ZBAA,KCHS,43816.26,55142.82,188.8,0,0,0,0,,,,,,,,,
LOT144,A339,OEJN,KBWI,44317.02,55150.32,180.6,52,0,0,0,,,,,,,,,
UAE72,B763,EGKK,MKJS,43633.44,55163.22,192.2,0,0,0,0,,,,,,,,,
TAP640,A333,LEPA,MKJP,48794.88,55254.24,107.7,0,0,0,0,,,,,,,,,
DAL819,B77W,OMDB,TBPB,50119.92,55254.3,85.6,0,0,1,0,,,,,,,,,
KLM328,B788,RJGG,MTPP,48087,55286.64,120,28,1,0,0,,,,,,,,,
UAE298,A359,UUDD,KCHS,49980.3,55298.82,88.6,0,0,1,0,,,,,,,,,
DAL52,B763,EGCC,KMCO,44270.4,55377.72,185.1,0,0,0,0,,,,,,,,,
BAW212,B772,WSSS,KFLL,44917.98,55437.3,175.3,0,0,0,0,,,,,,,,,
KLM552,A332,LSZH,MKJS,43950.72,55437.36,191.4,12,0,0,0,,,,,,,,,
UAL700,A35K,VOMM,KTPA,45058.08,55469.34,173.5,0,0,0,0,,,,,,,,,
BAW842,B763,OEJN,KBUF,43836.78,55574.58,195.6,0,0,0,0,,,,,,,,,
DLH870,B748,LFPO,KBWI,44965.5,55670.82,178.4,0,0,0,0,,,,,,,,,
UAE10,B772,LIMC,KJAX,45036.54,55743,178.4,0,0,0,0,,,,,,,,,
ETD314,B77L,VOMM,KMSY,51870.42,55774.62,65.1,4,1,0,0,,,,,,,,,
KLM986,B789,VABB,KMSY,52205.22,55782.9,59.6,8,2,0,0,,,,,,,,,
AFR35,B789,RJGG,KJFK,45435.36,55795.8,172.7,0,0,0,0,,,,,,,,,
SWR313,B789,RJBB,MDPC,44755.56,55801.32,184.1,0,0,0,0,,,,,,,,,
UAE608,B748,OERK,KIAD,45581.16,55807.92,170.4,0,0,0,0,,,,,,,,,
AFR835,B77W,EGSS,CYYR,45175.38,55867.2,178.2,0,0,0,0,,,,,,,,,
DLH709,B77W,EGCC,MMMX,45153.96,55899.6,179.1,0,0,0,0,,,,,,,,,
AAL538,A359,RJTT,MTPP,45365.64,55912.56,175.8,0,0,0,0,,,,,,,,,
BAW825,A359,EGPH,KPHL,45388.92,55950.54,176,0,0,0,0,,,,,,,,,
ETD864,A332,EDDB,MUHA,44800.98,55982.88,186.4,0,0,0,0,,,,,,,,,
DLH747,B772,EBBR,KSYR,45316.98,55996.86,178,0,0,0,0,,,,,,,,,
DAL189,B764,LEBL,KDCA,44019.66,56049.96,200.5,0,0,0,0,,,,,,,,,
VIR326,B772,LFPG,MMTJ,45748.56,56206.56,174.3,28,0,0,0,,,,,,,,,
TSC580,A333,ZGGG,KBUF,44871.24,56344.5,191.2,7,0,0,0,,,,,,,,,
BAW588,B748,EGBB,TBPB,46435.44,56351.04,165.3,0,0,0,0,,,,,,,,,
KLM362,A333,LIMC,KTPA,51594.24,56383.74,79.8,0,0,0,0,,,,,,,,,
TSC456,A35K,OTHH,MMPR,44777.82,56383.74,193.4,8,0,0,0,,,,,,,,,
VIR682,B788,ULLI,TJSJ,51000.36,56398.38,90,0,1,0,0,,,,,,,,,
TSC84,A333,VECC,MUHA,51038.34,56482.02,90.7,0,0,0,0,,,,,,,,,
SWR673,B788,LIPZ,KROC,45554.88,56536.14,183,93,0,0,0,,,,,,,,,
UAE468,B788,LEMD,MMMY,45105.42,56602.14,191.6,25,0,0,0,,,,,,,,,
BAW293,A339,ZUUU,KSYR,45198.78,56825.64,193.8,4,0,0,0,,,,,,,,,
DLH280,B77L,WMKK,KCHS,46113.72,56825.64,178.5,0,0,0,0,,,,,,,,,
BAW84,B789,RKSS,MMCS,52358.76,56832.18,74.6,3,1,0,0,,,,,,,,,
AFR563,B752,RJBB,KLGA,45771.06,56858.16,184.8,0,0,0,0,,,,,,,,,
KLM775,B77W,ULLI,MMUN,52671.12,56865.66,69.9,0,1,0,0,,,,,,,,,
SAS715,B77L,EGPH,KROC,45868.26,56890.08,183.7,5,0,0,0,,,,,,,,,
DAL192,B789,LFPG,KMIA,47313.54,56948.76,160.6,16,0,0,0,,,,,,,,,
TAP850,B789,LTFM,KTPA,46039.92,56956.8,181.9,0,0,0,0,,,,,,,,,
UAL485,A35K,ZGGG,MMUN,48259.38,56962.38,145.1,0,1,0,0,,,,,,,,,
BAW158,B789,LIPZ,MMMY,46462.44,57088.38,177.1,0,0,0,0,,,,,,,,,
SAS263,A332,WSSS,MDSD,45294.66,57238.14,199.1,15,0,0,0,,,,,,,,,
AFR100,B788,LSZH,MMCS,46920.3,57393.96,174.6,0,0,0,0,,,,,,,,,
UAL618,B772,WMKK,KCHS,46612.86,57433.62,180.3,0,0,0,0,,,,,,,,,
SAS330,B772,EBBR,MDPC,50375.1,57446.76,117.9,0,0,1,0,,,,,,,,,
AAL314,A339,EDDL,KMSY,47181.06,57446.76,171.1,14,0,0,0,,,,,,,,,
AAL2,A332,OERK,KBNA,51558.6,57446.76,98.1,0,0,0,0,,,,,,,,,
UAE569,A332,RKSI,KALB,47859.9,57453,159.9,20,2,0,0,,,,,,,,,
UAE460,A332,EDDL,KATL,51388.98,57479.82,101.5,0,0,1,0,,,,,,,,,
SAS118,B78X,EDDB,CYQX,46186.44,57524.94,189,0,0,0,0,,,,,,,,,
ETD481,B752,LSZH,KTPA,45940.86,57537.36,193.3,43,0,0,0,,,,,,,,,
DAL760,B763,ULLI,TBPB,46064.22,57622.86,192.6,0,0,0,0,,,,,,,,,
THY664,A359,RJAA,MYNN,46587.84,57648.06,184.3,0,0,0,0,,,,,,,,,
KLM747,A333,LIRF,MMCL,46868.04,57661.2,179.9,0,0,1,0,,,,,,,,,
KLM475,A343,ZSPD,MMPR,55451.82,57661.2,36.8,7,1,0,0,,,,,,,,,
AFR844,A333,OMAA,MMZP,46386.78,57681.54,188.2,3,0,1,0,,,,,,,,,
TSC888,A35K,UUEE,KFLL,55306.32,57718.5,40.2,2,1,0,0,,,,,,,,,
AAL167,B763,ZUUU,KJAX,45990.42,57724.92,195.6,0,0,0,0,,,,,,,,,
SAS910,A388,VOBL,KMIA,47665.62,57738,167.9,0,0,0,0,,,,,,,,,
SAS346,B744,RKSS,MUHA,46714.32,57843.54,185.5,0,0,0,0,,,,,,,,,
EIN382,B77W,LIRF,KMIA,47049.78,57861.36,180.2,66,0,0,0,,,,,,,,,
DAL622,B78X,LSGG,KCLT,46140.78,57881.58,195.7,7,0,0,0,,,,,,,,,
UAL740,B744,LTFM,CYQX,48058.98,57973.08,165.2,0,0,0,0,,,,,,,,,
TAP260,B77L,EDDM,KJFK,47531.4,58011.96,174.7,1,0,0,0,,,,,,,,,
KLM528,B788,LSGG,MKJS,46310.34,58024.86,195.2,76,0,0,0,,,,,,,,,
SWR932,B788,RJGG,MKJP,47076,58077.18,183.4,0,0,0,0,,,,,,,,,
ETD915,A346,LTFJ,KCHS,46790.7,58128.48,189,0,0,0,0,,,,,,,,,
VIR97,B763,EGPH,KFLL,46945.38,58149,186.7,0,0,0,0,,,,,,,,,
UAE183,B772,RKSS,KALB,47130.84,58161.9,183.9,0,0,0,0,,,,,,,,,
KLM193,B788,LFLL,KROC,48735.3,58174.74,157.3,9,1,0,0,,,,,,,,,
VIR382,B763,WSSS,KMSY,47341.32,58189.56,180.8,0,0,0,0,,,,,,,,,
VIR841,A359,VTBS,KBWI,47475.42,58195.08,178.7,0,0,0,0,,,,,,,,,
KLM184,B744,VABB,KCLT,48029.28,58222.08,169.9,0,0,0,0,,,,,,,,,
UAL513,A332,LEPA,KCLT,46088.76,58294.38,203.4,31,0,0,0,,,,,,,,,
SAS337,B77W,EGSS,MMMY,48000.42,58328.16,172.1,1,0,0,0,,,,,,,,,
TAP570,B764,OMDB,CYQX,46841.82,58353.78,191.9,0,0,0,0,,,,,,,,,
AFR834,A388,OERK,MMUN,48204.48,58372.98,169.5,0,0,0,0,,,,,,,,,
TSC945,B788,LEMD,KMIA,47502.48,58567.68,184.4,0,0,0,0,,,,,,,,,
AAL198,A339,RKSI,KPHL,47287.26,58593.48,188.4,0,0,0,0,,,,,,,,,
TSC295,A339,UUDD,MMGL,47395.38,58605.42,186.8,0,0,0,0,,,,,,,,,
SWR634,B77L,LFLL,KMCO,47943.9,58625.82,178,36,0,0,0,,,,,,,,,
THY952,B772,OTHH,KBWI,47809.74,58632.36,180.4,0,0,0,0,,,,,,,,,
KLM489,A359,LFLL,KFLL,47832.12,58685.04,180.9,21,0,0,0,,,,,,,,,
VIR358,B772,EHAM,MMCL,46998.9,58919.88,198.7,0,0,0,0,,,,,,,,,
VIR204,A339,LFMN,KALB,48114.18,58977.66,181.1,0,0,0,0,,,,,,,,,
UAL903,B789,ULLI,MMUN,48673.44,59198.88,175.4,0,0,0,0,,,,,,,,,
TAP77,A332,RKSS,KROC,47748.48,59205.24,190.9,0,0,0,0,,,,,,,,,
EIN142,A343,UUDD,MDPC,56125.14,59210.94,51.4,0,0,1,0,,,,,,,,,
AFR986,A35K,ZGGG,MMAS,56023.92,59210.94,53.1,0,0,1,0,,,,,,,,,
TAP426,B788,VOMM,TBPB,48147.48,59277.24,185.5,1,0,0,0,,,,,,,,,
TSC743,A359,OERK,KTPA,53882.1,59290.2,90.1,0,0,0,0,,,,,,,,,
VIR103,B77W,EDDL,MMTJ,48585.3,59304.18,178.6,0,0,0,0,,,,,,,,,
DLH951,B77W,RKSS,KTPA,53487.18,59304.18,97,0,0,1,0,,,,,,,,,
DLH509,B77W,RJAA,MKJS,48857.04,59317.08,174.3,0,0,0,0,,,,,,,,,
LOT7,A359,LFMN,MMZP,53675.04,59323.62,94.1,0,0,1,0,,,,,,,,,
AFR146,B789,RJAA,MMMX,53242.14,59348.64,101.8,0,0,1,0,,,,,,,,,
EIN522,A333,LTFM,KBDL,47887.74,59399.88,191.9,1,0,0,0,,,,,,,,,
UAL629,B744,LEPA,MKJS,48348.84,59550.48,186.7,0,0,0,0,,,,,,,,,
VIR922,A339,ZSPD,MKJS,48404.94,59602.62,186.6,0,0,0,0,,,,,,,,,
