1570.98,0.0
2290.62,0.0
2310.24,0.0
2626.32,0.0
2994.42,0.0
3194.4,0.0
3403.98,0.0
3531.12,0.0
3795.2400000000002,0.0
3888.7200000000003,0.0
4058.46,0.0
4115.46,0.0
4234.26,0.0
4352.94,0.0
4485.0599999999995,0.0
4565.46,0.0
4662.66,0.0
4775.099999999999,0.0
4849.08,0.0
4951.92,0.0
5025.599999999999,0.0
5106.12,0.0
5197.5599999999995,0.0
5258.4,0.0
5342.339999999999,0.0
5405.5199999999995,0.0
5468.04,0.0
5555.099999999999,0.0
5600.759999999999,0.0
5712.12,0.0
5763.12,0.0
5791.2,0.0
5845.5,0.0
5904.299999999999,0.0
5973.599999999999,0.0
6020.339999999999,0.0
6083.759999999999,0.0
6122.94,0.0
6176.099999999999,0.0
6229.379999999999,0.0
6309.0,0.0
6351.0599999999995,0.0
6387.42,0.0
6428.7,0.0
6470.759999999999,0.0
6523.2,0.0
6565.259999999999,0.0
6608.339999999999,0.0
6654.96,0.0
6698.099999999999,0.0
6740.879999999999,0.0
6782.879999999999,0.0
6835.139999999999,0.0
6867.0,0.0
6908.7,0.0
6951.599999999999,0.0
6991.86,0.0
7041.0599999999995,0.0
7067.58,0.0
7105.74,0.0
7156.379999999999,0.0
7196.46,0.0
7223.5199999999995,0.0
7258.98,0.0
7294.5,0.0
7330.379999999999,0.0
7363.92,0.0
7402.08,0.0
7437.599999999999,0.0
7469.46,0.0
7512.42,0.0
7540.32,0.0
7578.0599999999995,0.0
7615.32,0.0
7639.74,0.0
7675.5599999999995,0.0
7712.94,0.0
7740.96,0.0
7772.339999999999,0.0
7804.32,0.0
7841.759999999999,0.0
7870.74,0.0
7900.98,0.0
7931.7,0.0
7963.5599999999995,0.0
7997.099999999999,0.0
8026.0199999999995,0.0
8055.96,0.0
8083.32,0.0
8115.179999999999,0.0
8144.639999999999,0.0
8173.5599999999995,0.0
8206.2,0.0
8234.460000000001,0.0
8266.08,0.0
8290.26,0.0
8319.54,0.0
8355.960000000001,0.0
8376.48,0.0
8412.18,0.0
8433.6,0.0
8462.58,0.0
8498.22,0.0
8526.18,0.0
8545.86,0.0
8572.32,0.0
8600.04,0.0
8630.88,0.0
8658.0,0.0
8689.98,0.0
8710.38,0.0
8742.9,0.0
8766.359999999999,0.0
8795.039999999999,0.0
8819.34,0.0
8850.18,0.0
8867.88,0.0
8896.92,0.0
8920.26,0.0
8948.22,0.0
8971.56,0.0
9000.48,0.0
9027.779999999999,0.0
9048.24,0.0
9076.14,0.0
9099.66,0.0
9131.279999999999,0.0
9151.68,0.0
9177.96,0.0
9203.16,0.0
9227.4,0.0
9250.74,0.0
9275.039999999999,0.0
9307.74,0.0
9329.58,0.0
9349.859999999999,0.0
9382.32,0.0
9399.9,0.0
9427.98,0.0
9448.5,0.0
9473.64,0.0
9496.14,0.0
9520.26,0.0
9548.279999999999,0.0
9568.859999999999,0.0
9594.18,0.0
9619.32,0.0
9641.82,0.0
9666.06,0.0
9690.42,0.0
9711.96,0.0
9739.98,0.0
9759.6,0.0
9785.64,0.0
9806.34,0.0
9830.64,0.0
9854.699999999999,0.0
9878.94,0.0
9901.32,0.0
9923.699999999999,0.0
9948.96,0.0
9979.56,0.0
9993.6,0.0
10017.0,0.0
10040.52,0.0
10063.8,0.0
10091.76,0.0
10115.16,0.0
10134.66,0.0
10161.779999999999,0.0
10180.44,0.0
10204.68,0.0
10226.16,0.0
10248.539999999999,0.0
10275.6,0.0
10296.18,0.0
10339.38,0.0
10340.039999999999,0.0
10363.26,0.0
10385.64,0.0
10409.88,0.0
10432.38,0.0
10464.0,0.0
10477.02,0.0
10499.52,0.0
10526.16,0.0
10549.14,0.0
10570.68,0.0
10598.58,0.0
10613.46,0.0
10638.779999999999,0.0
10660.38,0.0
10681.8,0.0
10705.14,0.0
10728.539999999999,0.0
