Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Time, Info, TA, RA, !BOOM!,,,,,,,,,
KLM428,B764,CYLW,LWSK,9993.6,22080.48,201.4,0,0,0,0,,,,,,,,,
BAW905,A359,KSTL,EDDL,10956.18,22087.02,185.5,0,0,0,0,,,,,,,,,
EIN579,A339,KSEA,LEBL,10385.64,22093.56,195.1,0,0,0,0,,,,,,,,,
ETD717,B77L,CYVR,EGGD,11208.3,22118.64,181.8,0,0,0,0,,,,,,,,,
DAL10,B763,MMMX,EIDW,10526.22,22152,193.8,0,0,0,0,,,,,,,,,
DAL789,B78X,KGRR,LSGG,11001.12,22178.16,186.3,0,0,0,0,,,,,,,,,
AAL878,B772,CYYT,UWKD,11504.46,22185.66,178,0,0,0,0,,,,,,,,,
DAL713,A359,CYYZ,UUDD,12047.64,22285.5,170.6,0,0,0,0,,,,,,,,,
TSC14,B748,CYMX,EICK,11620.98,22317.24,178.3,0,0,0,0,,,,,,,,,
KLM522,B748,KJFK,EGBB,11973.6,22352.58,173,0,0,0,0,,,,,,,,,
UAL285,A359,KLAX,OMSJ,10638.78,22390.86,195.9,0,0,0,0,,,,,,,,,
DAL291,B77W,KMSY,EDDH,11092.86,22443.78,189.2,0,0,0,0,,,,,,,,,
ETD894,A339,CYVR,DAOR,10340.04,22462.38,202,0,0,0,0,,,,,,,,,
IBE858,B789,KBIL,EGKK,12005.34,22470.72,174.4,0,0,0,0,,,,,,,,,
TSC802,A339,CYXE,UAAA,11045.1,22528.56,191.4,0,0,0,0,,,,,,,,,
AAL921,B772,CYQR,LDZA,10549.14,22543.38,199.9,0,0,0,0,,,,,,,,,
EIN884,A346,CYXU,UTTT,11411.22,22549.02,185.6,0,0,0,0,,,,,,,,,
DAL720,A332,CYUL,LKPR,11646.24,22555.56,181.8,0,0,0,0,,,,,,,,,
DLH314,B789,MMAS,EINN,11783.34,22580.7,180,0,0,0,0,,,,,,,,,
TSC654,B748,CYSJ,EGCC,12543.6,22602.18,167.6,0,0,0,0,,,,,,,,,
TSC517,B763,KDEN,VECC,10795.8,22655.28,197.7,0,0,0,0,,,,,,,,,
TAP301,A339,KLGA,ZBAA,12100.02,22661.88,176,0,0,0,0,,,,,,,,,
BAW913,B772,KTPA,USSS,12221.46,22669.32,174.1,0,0,0,0,,,,,,,,,
TAP915,B788,CYOW,ZUUU,11442.9,22701,187.6,0,0,0,0,,,,,,,,,
VIR23,A359,KSTL,EDDM,11573.34,22708.5,185.6,0,0,0,0,,,,,,,,,
DAL326,B77W,KMSO,EGFF,11830.98,22741.2,181.8,0,0,0,0,,,,,,,,,
TAP215,B772,KBNA,EDDH,11723.76,22747.98,183.7,0,0,0,0,,,,,,,,,
ETD817,B764,CYFC,RJGG,11878.62,22780.62,181.7,0,0,0,0,,,,,,,,,
AAL822,B764,KLAX,UTSS,11184.24,22808.58,193.7,0,0,0,0,,,,,,,,,
TSC192,A388,CYHM,EGPH,13183.2,22827.48,160.7,0,0,0,0,,,,,,,,,
UAL416,B744,MMMX,RJGG,12490.38,22867.5,173,0,0,0,0,,,,,,,,,
UAE496,B789,KDSM,LFPG,11550.84,22901.22,189.2,0,0,0,0,,,,,,,,,
AFR161,B788,MMUN,ZGSZ,11529.54,22907.7,189.6,0,0,0,0,,,,,,,,,
BAW719,A359,CYYT,EFTU,12670.5,22907.76,170.6,0,0,0,0,,,,,,,,,
SWR393,B763,KMCI,OJAI,10841.52,22929.24,201.5,0,0,0,0,,,,,,,,,
SWR227,B772,KBGR,EIDW,11595.78,22961.58,189.4,0,0,0,0,,,,,,,,,
AFR71,B772,KTUS,LFMN,11904.54,23041.02,185.6,0,0,0,0,,,,,,,,,
UAL567,B744,KLAS,ZBAA,12991.14,23048.52,167.6,0,0,0,0,,,,,,,,,
SWR913,B77W,CYQX,LHBP,12595.8,23061.48,174.4,0,0,0,0,,,,,,,,,
IBE88,B772,MMCL,EBBR,11068.62,23061.48,199.9,0,0,0,0,,,,,,,,,
AFR481,B789,KPBI,EGPH,12264.78,23067.06,180,0,0,0,0,,,,,,,,,
SWR222,B788,KMCI,LCLK,11251.38,23080.26,197.1,0,0,0,0,,,,,,,,,
DAL246,B77W,KOAK,VABB,11347.56,23099.82,195.9,0,0,0,0,,,,,,,,,
