Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Time, Info, TA, RA, !BOOM!,,,,,,,,,
THY757,B764,CYHM,EBBR,9471.9,21326.46,197.6,0,0,0,0,,,,,,,,,
UAE707,A388,KOAK,EKCH,11698.92,21346.86,160.8,0,0,0,0,,,,,,,,,
DAL762,B789,KICT,EDDH,9602.94,21351.54,195.8,0,0,0,0,,,,,,,,,
DLH99,B788,MMCS,EPWA,9548.82,21378.66,197.2,0,0,0,0,,,,,,,,,
VIR86,A333,CYYT,ZBAA,10580.28,21378.66,180,0,0,0,0,,,,,,,,,
AFR596,B772,KCLT,ULLI,10963.74,21413.34,174.2,0,0,0,0,,,,,,,,,
AFR265,B77L,CYXY,ENBR,11235.9,21471.3,170.6,0,0,0,0,,,,,,,,,
AAL189,B772,KBGR,LEMD,10328.7,21471.3,185.7,0,0,0,0,,,,,,,,,
IBE842,A388,KPHX,EDDF,11337.9,21518.22,169.7,0,0,0,0,,,,,,,,,
UAL756,B789,CYHM,UTSS,10606.26,21518.22,181.9,0,0,0,0,,,,,,,,,
ETD697,B788,KPBI,FABL,9277.44,21530.34,204.2,0,0,0,0,,,,,,,,,
SAS518,B78X,KBGR,EPKK,11060.04,21570.72,175.2,0,0,0,0,,,,,,,,,
THY840,B772,KLAS,EPKK,9994.02,21577.2,193.1,0,0,0,0,,,,,,,,,
UAE672,A359,CYMX,ZBAA,11210.88,21676.26,174.4,0,0,0,0,,,,,,,,,
SWR328,A343,CYXU,ULLI,10908.36,21708.9,180,0,0,0,0,,,,,,,,,
LOT84,B772,CYEG,UTTT,10352.04,21716.46,189.4,0,0,0,0,,,,,,,,,
UAL794,A339,MMZP,UTAA,10046.28,21754.74,195.1,0,0,0,0,,,,,,,,,
UAE495,B788,CYOW,EGHI,10403.28,21781.8,189.6,0,0,0,0,,,,,,,,,
ETD329,B788,KPDX,EDDM,10554.84,21813.66,187.6,0,0,0,0,,,,,,,,,
TAP252,B744,KTPA,LBSF,10937.88,21839.22,181.7,0,0,0,0,,,,,,,,,
TSC983,A339,KMHT,RKSI,11042.28,21839.22,179.9,0,0,0,0,,,,,,,,,
AFR124,B788,KBOI,VOHS,10302.42,21907.08,193.4,0,0,0,0,,,,,,,,,
DAL269,B77L,CYHM,EPKK,10808.04,21938.94,185.5,0,0,0,0,,,,,,,,,
UAL910,B764,CYLW,ORER,9443.88,21958.5,208.6,0,0,0,0,,,,,,,,,
