Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Times, Info, TA, RA, !BOOM!,,,,,,,,,
ETD298,B789,KOAK,EDDL,87054.06,97592.1,175.6,94,13,0,0,,,,,,,,,
SAS53,B763,KFAR,OIMM,85896.78,97599.54,195,103,64,0,0,,,,,,,,,
AFR946,B752,CYOW,EBBR,86123.46,97599.54,191.3,384,72,152,0,,,,,,,,,
TSC701,A35K,CYWG,EHAM,86371.02,97612.56,187.4,177,277,23,0,,,,,,,,,
VIR936,A346,CYYJ,LSGG,86723.22,97612.56,181.5,496,13,2,0,,,,,,,,,
VIR796,B788,KBNA,GQNN,86597.94,97612.62,183.6,129,0,0,0,,,,,,,,,
TAP903,B77L,CYFC,LROP,87384.6,97681.68,171.6,166,463,44,0,,,,,,,,,
TAP534,B772,KLAX,VGHS,86495.16,97729.5,187.2,545,3,1,0,,,,,,,,,
TSC44,B789,KSJC,VOHS,86660.64,97770.42,185.2,223,194,1,0,,,,,,,,,
EIN290,B789,CYFC,OLBA,87156.12,97790.1,177.2,140,188,232,0,,,,,,,,,
AAL136,B744,KDTW,OIMM,87426.9,97830.18,173.4,2,0,0,0,,,,,,,,,
VIR770,B77W,KSAN,DNAA,86887.32,97830.18,182.4,73,293,6,0,,,,,,,,,
SWR899,A359,KJAX,VOHS,87363.9,97844.22,174.7,0,81,86,0,,,,,,,,,
KLM128,A339,KBIL,FWKI,86949.72,97850.7,181.7,253,23,9,0,,,,,,,,,
DAL43,B77L,CYQR,LROP,87322.92,97870.38,175.8,73,268,0,0,,,,,,,,,
TAP247,B789,CYVR,LFPG,86764.62,97897.44,185.5,381,823,164,0,,,,,,,,,
AFR633,B789,KBDL,FBSK,86826,97897.5,184.5,142,352,52,0,,,,,,,,,
KLM428,B789,MMGL,GQNN,86846.34,97951.38,185.1,215,312,66,0,,,,,,,,,
AAL68,B772,CYXX,EBBR,86703.84,97959.66,187.6,81,0,0,0,,,,,,,,,
KLM173,B789,KPBI,OMSJ,87183.96,97964.4,179.7,31,302,42,0,,,,,,,,,
IBE833,A333,KCLT,EPKK,86413.08,97971.78,192.6,643,7,0,0,,,,,,,,,
EIN5,B748,CYYT,HRYR,88268.34,97979.04,161.8,0,0,0,0,,,,,,,,,
VIR561,A346,KBDL,GMMX,87135.9,97985.16,180.8,0,0,0,0,,,,,,,,,
UAE780,A359,KPHL,DNAA,86929.14,98004.42,184.6,177,266,33,0,,,,,,,,,
UAL245,A332,CYHM,LEMD,86990.64,98010.96,183.7,461,347,14,0,,,,,,,,,
IBE387,A332,KFLL,FAOR,86557.8,98057.64,191.7,60,15,0,0,,,,,,,,,
TSC229,A35K,CYQR,UAII,86453.94,98070.72,193.6,94,696,179,0,,,,,,,,,
AFR209,B789,CYYG,DAOR,87886.98,98070.78,169.7,1,0,1,0,,,,,,,,,
AFR856,A339,KBUF,EHAM,86972.04,98077.14,185.1,142,183,86,0,,,,,,,,,
LOT764,B763,KSJC,VILK,86869.56,98084.58,186.9,1,0,0,0,,,,,,,,,
SAS982,B77L,CYXX,HAAB,87260.52,98084.58,180.4,556,292,179,0,,,,,,,,,
SWR653,A35K,MMMY,EDDL,87802.92,98098.62,171.6,61,2,1,0,,,,,,,,,
UAL94,A339,KTUS,OPLA,87490.2,98110.74,177,86,403,3,0,,,,,,,,,
DLH257,B788,CYHZ,OYSN,86515.74,98173.14,194.3,203,402,3,0,,,,,,,,,
BAW219,B78X,MMZP,UAII,87971.76,98199.3,170.5,94,0,0,0,,,,,,,,,
UAE59,B77W,KMSP,UKLL,88677,98222.64,159.1,113,190,9,0,,,,,,,,,
TAP856,B772,MMMY,UAAA,87593.82,98241.48,177.5,0,0,0,0,,,,,,,,,
TAP594,B77W,KMCO,OTBD,87074.64,98241.48,186.1,147,242,150,0,,,,,,,,,
UAL341,B77L,CYYJ,OIII,87762.9,98254.5,174.9,55,395,1,0,,,,,,,,,
EIN221,B77W,KDSM,LGAV,87530.4,98273.1,179,84,77,0,0,,,,,,,,,
THY11,B77W,KPBI,DGAA,87783.24,98297.34,175.2,179,0,0,0,,,,,,,,,
SAS627,B763,CYYT,UAAA,85440.78,98304.12,214.4,33,16,0,0,,,,,,,,,
UAL534,B763,KFLL,LYBE,87239.1,98385.24,185.8,95,1,7,0,,,,,,,,,
UAE87,B763,CYQR,UTTT,87303.42,98435.64,185.5,113,61,15,0,,,,,,,,,
UAL112,A332,KSMF,OERK,86577.36,98442.18,197.7,244,251,148,0,,,,,,,,,
BAW504,A35K,CYZF,FLLS,87844.86,98442.18,176.6,29,551,1,0,,,,,,,,,
VIR142,B788,MMMY,OISS,87867.24,98461.56,176.6,269,79,0,0,,,,,,,,,
THY431,A35K,KJAX,LEBL,87510.9,98511.12,183.3,195,0,0,0,,,,,,,,,
AAL943,A35K,CYXE,GOOY,87719.64,98594.94,181.3,257,0,0,0,,,,,,,,,
DLH161,A339,KDEN,OPIS,87551.82,98594.94,184.1,49,1,0,0,,,,,,,,,
AAL538,B788,CYOW,LWSK,87094.5,98595.06,191.7,0,63,0,0,,,,,,,,,
VIR259,B789,KBWI,EDDP,88247.7,98639.94,173.2,159,27,95,0,,,,,,,,,
UAE189,B788,KFAR,OIKB,87219.66,98650.98,190.5,185,41,0,0,,,,,,,,,
VIR104,B772,KLGA,OLBA,87677.58,98663.16,183.1,0,0,0,0,,,,,,,,,
THY541,A339,MMCS,OMAA,87032.64,98681.88,194.2,692,1,0,0,,,,,,,,,
IBE397,B77W,KCLT,VCBI,87469.56,98726.1,187.6,138,137,129,0,,,,,,,,,
AAL162,A35K,MMCS,LOWW,88568.82,98738.04,169.5,47,476,68,0,,,,,,,,,
SWR415,B763,MMGL,VGHS,87406.98,98756.58,189.2,0,0,0,0,,,,,,,,,
TAP789,B788,KBIS,OMSJ,86907.72,98769.78,197.7,0,0,143,0,,,,,,,,,
TAP435,A35K,KBUF,GOOY,88375.56,98775.3,173.3,74,196,93,0,,,,,,,,,
UAE455,B78X,KFAR,OISS,88162.68,98811.84,177.5,499,1,0,0,,,,,,,,,
TAP863,A333,CYEG,LSGG,87741.36,98885.88,185.7,9,39,0,0,,,,,,,,,
BAW353,A333,KCHS,EBBR,87572.4,98910.3,189,493,5,0,0,,,,,,,,,
DLH175,B772,KOAK,EDDP,88142.34,98976.66,180.6,526,0,1,0,,,,,,,,,
DLH403,A339,KSTL,LIRF,87950.52,98994.36,184.1,141,431,4,0,,,,,,,,,
TAP461,B77L,CYUL,FLLS,88484.64,98994.36,175.2,47,289,98,0,,,,,,,,,
BAW689,B788,KPDX,LBSF,87198.06,99017.58,197,222,280,3,0,,,,,,,,,
THY898,B772,CYTZ,GMML,87698.28,99084.9,189.8,297,9,2,0,,,,,,,,,
AFR388,A333,KBIL,HAAB,87908.46,99089.28,186.3,54,173,217,0,,,,,,,,,
BAW120,B788,CYXX,LPPD,88183.32,99089.34,181.8,29,64,0,0,,,,,,,,,
SWR846,A333,MMGL,HAAB,87614.34,99113.58,191.7,91,226,5,0,,,,,,,,,
DLH448,A332,CYMX,UTSS,88204.68,99140.76,182.3,220,96,210,0,,,,,,,,,
BAW939,B789,KPHL,HSSS,88873.56,99169.68,171.6,385,247,11,0,,,,,,,,,
DAL848,B77W,KMIA,ORBI,87992.7,99180.9,186.5,280,7,23,0,,,,,,,,,
KLM430,B78X,MMAS,OYSN,88418.4,99219.96,180,57,266,6,0,,,,,,,,,
LOT815,B789,KPWM,HKJK,88013.94,99242.52,187.1,664,20,7,0,,,,,,,,,
TAP837,A35K,CYMX,OERK,88440.9,99259.14,180.3,131,198,6,0,,,,,,,,,
LOT641,A343,KOAK,FWKI,88590.24,99281.64,178.2,64,140,10,0,,,,,,,,,
LOT933,B78X,KSAN,DGAA,88764.42,99297.54,175.6,190,236,132,0,,,,,,,,,
IBE579,A359,CYFB,FIMP,87929.1,99313.44,189.7,7,50,0,0,,,,,,,,,
THY296,B788,KGRR,LEBL,88124.58,99320.04,186.6,161,783,3,0,,,,,,,,,
VIR476,B764,CYOW,OERK,88332.84,99343.32,183.5,471,0,0,0,,,,,,,,,
THY295,B772,KPWM,HAAB,88916.52,99387.24,174.5,361,173,193,0,,,,,,,,,
IBE288,A339,MMMY,OTBD,87634.92,99415.98,196.4,193,80,0,0,,,,,,,,,
DLH241,B744,KMKE,LJLJ,89137.2,99420.84,171.4,54,105,3,0,,,,,,,,,
THY572,B789,CYQM,OLBA,88313.22,99443.04,185.5,35,153,9,0,,,,,,,,,
IBE545,B77L,CYQB,LJLJ,88099.56,99458.94,189.3,297,77,5,0,,,,,,,,,
AFR459,B789,KLIT,UAAA,88397.04,99475.02,184.6,219,101,5,0,,,,,,,,,
IBE202,A35K,KPDX,EDDB,88464.06,99486.3,183.7,332,169,13,0,,,,,,,,,
THY561,A332,CYQR,FBSK,87824.22,99519.84,194.9,638,875,3,0,,,,,,,,,
SWR14,B78X,KMSY,OMSJ,88056.66,99519.84,191.1,378,175,34,0,,,,,,,,,
SAS735,A339,CYYG,EDDP,88035.18,99581.58,192.4,126,96,3,0,,,,,,,,,
LOT649,B788,KTPA,ORER,88355.1,99592.68,187.3,666,355,29,0,,,,,,,,,
LOT91,B788,KMHT,LPPT,88077.06,99592.68,191.9,36,40,0,0,,,,,,,,,
THY938,A359,KPDX,GQNN,88227.18,99598.5,189.5,92,59,2,0,,,,,,,,,
SAS573,A333,CYQR,VILK,88851.24,99636.66,179.8,366,20,52,0,,,,,,,,,
DLH39,B788,KPDX,FSIA,89006.04,99641.34,177.3,0,0,0,0,,,,,,,,,
AAL36,A388,KROC,HBBA,89249.22,99646.86,173.3,49,114,8,0,,,,,,,,,
VIR438,B744,KMHT,EHAM,89093.4,99651.6,176,9,1,1,0,,,,,,,,,
ETD593,A35K,KPWM,DAOR,89051.1,99668.28,177,39,279,10,0,,,,,,,,,
TAP342,B789,CYWG,FAOR,88611.84,99689.82,184.6,45,83,3,0,,,,,,,,,
LOT120,A333,CYFB,UKLL,88830.6,99700.26,181.2,287,306,1,0,,,,,,,,,
EIN605,B788,KLGA,LOWW,88290.84,99711.42,190.3,190,126,123,0,,,,,,,,,
BAW511,B789,KSJC,VOBL,89072.16,99716.94,177.4,77,134,5,0,,,,,,,,,
KLM238,A333,KTUS,OTHH,89026.44,99721.56,178.3,202,359,86,0,,,,,,,,,
DLH193,B748,KTUS,UKBB,88940.76,99766.14,180.4,36,8,28,0,,,,,,,,,
TSC91,B78X,KMKE,EHAM,88635,99804.72,186.2,848,58,0,0,,,,,,,,,
TAP849,B78X,KPDX,OTHH,88505.22,99848.52,189.1,55,189,3,0,,,,,,,,,
BAW323,B77W,KBOI,FACT,88700.22,99870.3,186.2,19,94,5,0,,,,,,,,,
AFR62,A35K,CYQT,LPPD,88655.4,99876.54,187,296,244,7,0,,,,,,,,,
EIN458,A339,KDCA,FAOR,88721.58,99885.72,186.1,1576,5,0,0,,,,,,,,,
DLH187,B788,KGEG,LEBL,88789.44,99903.42,185.2,105,14,2,0,,,,,,,,,
UAE149,B77W,KLAX,LPPD,89270.64,99908.58,177.3,1,0,1,0,,,,,,,,,
SWR211,B763,CYWG,EDDF,88526.7,99924.96,190,0,0,0,0,,,,,,,,,
DLH938,B788,KALB,FWKI,88807.5,99924.96,185.3,0,0,1,0,,,,,,,,,
SAS890,A359,CYSJ,DAAG,89473.08,99990.18,175.3,168,1168,5,0,,,,,,,,,
UAL300,B77W,CYWG,OIMM,89293.26,100032.24,179,17,605,32,0,,,,,,,,,
DLH396,B77L,KMHT,LFPO,89428.5,100048.08,177,84,131,0,0,,,,,,,,,
THY686,A388,CYFC,OIFM,89862.6,100075.08,170.2,45,31,0,0,,,,,,,,,
DLH199,B772,KFLL,FLLS,89114.82,100094.64,183,165,87,2,0,,,,,,,,,
SWR775,B744,KOMA,DGAA,89677.38,100115.16,174,165,177,0,0,,,,,,,,,
VIR107,B77W,KBDL,FLLS,88895.04,100190.64,188.3,84,434,0,0,,,,,,,,,
BAW997,B789,KSMF,FBSK,89204.4,100210.44,183.4,96,195,43,0,,,,,,,,,
THY917,B772,KGRR,GOOY,89183.1,100285.92,185,210,255,158,0,,,,,,,,,
DAL109,B772,KPHL,OIKB,89654.52,100285.92,177.2,44,342,1,0,,,,,,,,,
DAL37,A35K,KSAN,FAOR,89563.5,100316.04,179.2,304,146,52,0,,,,,,,,,
EIN180,A343,KALB,EDDH,89495.58,100319.52,180.4,274,318,6,0,,,,,,,,,
DLH628,B772,KPHL,FLLS,89315.52,100353.18,184,352,83,128,0,,,,,,,,,
UAE472,A359,KMKE,LSGG,89791.8,100372.8,176.4,150,331,97,0,,,,,,,,,
BAW443,B77W,KALB,FWKI,89160.54,100410.24,187.5,588,302,96,0,,,,,,,,,
THY817,A333,KROC,LHBP,89769.48,100437.42,177.8,273,65,1,0,,,,,,,,,
TAP295,A333,KBOI,VILK,89586.84,100456.98,181.2,702,5,1,0,,,,,,,,,
VIR824,A333,KSEA,LFPG,88547.28,100498.74,199.2,800,22,0,0,,,,,,,,,
ETD221,A332,KBOI,LFLL,88742.16,100498.74,195.9,1322,68,0,0,,,,,,,,,
VIR725,A35K,MMMY,LFLL,89542.08,100498.74,182.6,98,101,5,0,,,,,,,,,
AFR408,A339,KATL,LKPR,88985.52,100498.8,191.9,488,5,0,0,,,,,,,,,
SAS954,A333,KFLL,EPWA,89723.04,100498.8,179.6,114,170,0,0,,,,,,,,,
EIN362,B78X,CYLW,UKLL,89816.1,100507.14,178.2,117,1,0,0,,,,,,,,,
BAW335,A35K,KJAX,OERK,89225.88,100521.3,188.3,829,348,0,0,,,,,,,,,
SAS420,A333,MMMY,HKJK,89519.7,100525.92,183.4,40,79,15,0,,,,,,,,,
DAL341,B78X,CYYG,LJLJ,89361.18,100529.64,186.1,580,15,0,0,,,,,,,,,
UAL759,A332,KFNT,UTSS,89382.54,100535.22,185.9,192,160,14,0,,,,,,,,,
TAP212,B77W,CYXE,OTBD,89700.6,100548.3,180.8,276,640,10,0,,,,,,,,,
SWR691,B748,KSFO,EDDL,89746.08,100594.5,180.8,0,0,0,0,,,,,,,,,
SAS552,B788,KFNT,LPPD,89337.78,100612.08,187.9,388,276,17,0,,,,,,,,,
IBE255,B789,KCHS,EPKK,90047.88,100662.36,176.9,35,365,13,0,,,,,,,,,
THY532,A333,KTPA,LIRF,88961.22,100694.22,195.6,288,370,20,0,,,,,,,,,
DAL39,B77W,CYYZ,LWSK,90146.58,100701.72,175.9,102,223,3,0,,,,,,,,,
EIN534,A359,KLIT,OPLA,90118.56,100707.24,176.5,124,31,31,0,,,,,,,,,
EIN126,A332,CYVR,DAAG,89404.98,100779.12,189.6,139,0,0,0,,,,,,,,,
UAL376,B789,KBIL,LEBL,89452.68,100873.68,190.4,108,296,84,0,,,,,,,,,
AAL442,B772,MMCS,HRYR,90429.18,100881.24,174.2,2,0,0,0,,,,,,,,,
BAW740,B789,KLAS,FLKK,89885.82,100909.14,183.7,121,509,12,0,,,,,,,,,
SAS83,A359,CYMX,HRYR,90501.18,100918.5,173.6,228,271,255,0,,,,,,,,,
UAL27,B77L,KCHS,LDZA,89955.78,100942.86,183.1,24,880,107,0,,,,,,,,,
AFR35,B788,MMCL,LEMD,89609.04,100992.18,189.7,39,16,0,0,,,,,,,,,
THY656,A339,KMSN,UTAA,89931.84,100995.24,184.4,12,3,1,0,,,,,,,,,
UAL302,B77W,KSJC,LSZH,90334.08,101006.34,177.9,349,910,114,0,,,,,,,,,
SAS351,B789,KDEN,DAAG,89979.96,101022.18,184,224,662,3,0,,,,,,,,,
AFR76,B77W,CYQX,FACT,90001.5,101043.6,184,30,21,0,0,,,,,,,,,
SWR678,A333,CYWG,OIII,90216.48,101100.54,181.4,182,1,0,0,,,,,,,,,
UAE741,B788,KMIA,OIKB,90307.98,101100.54,179.9,450,284,1,0,,,,,,,,,
THY705,A333,KBUF,EHAM,90097.26,101111.82,183.6,532,1,0,0,,,,,,,,,
VIR200,A359,KBIS,EHAM,90820.26,101120.1,171.7,117,438,3,0,,,,,,,,,
SAS13,B789,KDEN,EDDB,89633.88,101163.06,192.2,149,563,8,0,,,,,,,,,
IBE856,B77W,MMCS,FBSK,90549.84,101163.12,176.9,53,36,1,0,,,,,,,,,
UAL577,B788,KDTW,OMAA,90237.12,101178.3,182.4,203,367,7,0,,,,,,,,,
TSC421,A333,CYZF,DIAP,91330.68,101298.66,166.1,87,386,0,0,,,,,,,,,
THY16,B77L,KSYR,VCBI,90573.96,101332.26,179.3,57,683,5,0,,,,,,,,,
EIN836,B77W,KMCI,GVAC,90362.82,101351.1,183.1,40,27,1,0,,,,,,,,,
ETD996,B77W,KSTL,EDDB,90073.2,101392.14,188.6,71,310,1,0,,,,,,,,,
LOT487,B789,CYHM,EDDH,91046.58,101410.8,172.7,493,177,0,0,,,,,,,,,
EIN437,B788,CYFB,OPLA,90746.28,101421.3,177.9,113,1,0,0,,,,,,,,,
EIN898,A333,KFNT,ORER,90796.08,101439.84,177.4,417,1,0,0,,,,,,,,,
UAE12,B764,KLGA,UKBB,89910.42,101439.84,192.2,0,0,0,0,,,,,,,,,
VIR122,B788,KOAK,VABB,89838.36,101458.5,193.7,0,0,0,0,,,,,,,,,
EIN249,A359,CYYT,EPWA,90996.54,101471.58,174.6,656,473,14,0,,,,,,,,,
BAW391,B789,KOAK,GMMN,90873.12,101473.44,176.7,26,223,4,0,,,,,,,,,
AAL900,A35K,KICT,GMMN,90723.18,101483.7,179.3,89,398,12,0,,,,,,,,,
SAS423,A343,KDCA,FWKI,91097.94,101522.82,173.7,28,153,0,0,,,,,,,,,
AFR197,A359,CYYG,VCBI,90453.3,101537.58,184.7,547,0,0,0,,,,,,,,,
AAL243,B788,KFLL,LIMC,90165.24,101556.3,189.9,166,9,0,0,,,,,,,,,
TSC542,B77L,KBIL,UAII,90381.84,101562.84,186.4,55,55,2,0,,,,,,,,,
ETD246,B78X,KLGA,UTAA,90263.16,101611.44,189.1,116,113,0,0,,,,,,,,,
SWR849,B763,CYQX,UTAA,90284.88,101683.08,190,60,282,5,0,,,,,,,,,
DAL563,B78X,KCHS,FBSK,91173.9,101735.7,176,614,13,0,0,,,,,,,,,
AAL622,A339,KSTL,FWKI,90847.26,101742,181.6,0,0,0,0,,,,,,,,,
EIN227,B772,CYXE,OEJN,90623.16,101754.3,185.5,337,189,0,0,,,,,,,,,
SWR333,B77W,KBTV,FABL,91022.4,101786.88,179.4,287,17,2,0,,,,,,,,,
IBE971,A332,KSJC,LFPG,91071.72,101786.88,178.6,180,473,53,0,,,,,,,,,
IBE912,B789,KPHX,DIAP,91435.38,101786.88,172.5,2,2,9,0,,,,,,,,,
EIN964,A35K,KFAR,HBBA,90970.38,101820.48,180.8,607,322,195,0,,,,,,,,,
DAL976,A359,KBNA,OJAI,91410.3,101820.48,173.5,180,533,180,0,,,,,,,,,
SAS37,A333,CYVR,EDDH,90190.38,101867.04,194.6,336,80,5,0,,,,,,,,,
VIR983,A359,CYYR,FBSK,90597.9,101879.22,188,450,709,80,0,,,,,,,,,
DLH698,A346,CYSJ,VILK,91124.4,101907,179.7,530,193,0,0,,,,,,,,,
TAP548,B788,CYQM,LWSK,90697.86,101907,186.8,263,419,8,0,,,,,,,,,
THY306,B788,CYUL,GMMN,90024.72,101918.22,198.2,394,340,68,0,,,,,,,,,
UAE80,B789,CYQT,DIAP,91254.12,101932.32,178,120,14,40,0,,,,,,,,,
VIR740,A339,KMSO,HBBA,90476.64,101945.4,191.1,626,524,51,0,,,,,,,,,
LOT612,B763,KLAS,DAOR,90404.88,101997.66,193.2,181,209,2,0,,,,,,,,,
DLH373,B77W,CYYJ,OTHH,91594.2,101997.66,173.4,206,257,115,0,,,,,,,,,
LOT158,A339,KICT,DTTJ,91201.5,101997.66,179.9,757,7,0,0,,,,,,,,,
KLM149,A333,CYZF,VCBI,90527.34,102018.36,191.5,253,446,174,0,,,,,,,,,
DLH557,B772,KFAR,HKJK,90947.04,102031.5,184.7,0,1,0,0,,,,,,,,,
LOT351,A333,CYFC,LGAV,90923.52,102037.92,185.2,225,638,16,0,,,,,,,,,
DLH400,A332,KIAD,LWSK,91151.16,102064.08,181.9,253,357,184,0,,,,,,,,,
UAE891,B77W,MMAS,LFLL,91514.04,102078.18,176.1,67,74,3,0,,,,,,,,,
IBE620,A333,KMIA,LEMD,90772.68,102109.98,189,181,251,329,0,,,,,,,,,
DAL406,B764,CYXX,OBBI,90895.5,102162.9,187.8,0,0,0,0,,,,,,,,,
TAP457,B772,KCLT,OLBA,90672.84,102187.5,191.9,703,225,1,0,,,,,,,,,
IBE508,A332,CYWG,OIMM,91230.12,102195.66,182.8,356,7,0,0,,,,,,,,,
THY902,A343,KPHX,LPPD,91864.26,102222.6,172.6,255,0,1,0,,,,,,,,,
THY317,A339,CYYG,OBBI,91355.82,102294.6,182.3,80,0,0,0,,,,,,,,,
SAS861,B772,CYOW,LPPD,91540.98,102327.48,179.8,721,0,0,0,,,,,,,,,
THY189,A35K,KPHX,LYBE,91755.78,102334.14,176.3,25,72,3,0,,,,,,,,,
LOT71,B77W,CYHM,VECC,91892.16,102367.8,174.6,60,83,2,0,,,,,,,,,
SAS758,B77L,CYQX,FABL,91567.44,102434.16,181.1,0,0,0,0,,,,,,,,,
ETD404,B789,MMUN,LFPG,91279.44,102440.7,186,164,83,22,0,,,,,,,,,
DLH466,B772,CYTZ,EDDM,92005.2,102446.28,174,51,283,2,0,,,,,,,,,
EIN448,B772,KDEN,OMAA,91383.9,102460.32,184.6,39,19,0,0,,,,,,,,,
DLH429,B772,CYQX,LSGG,90647.4,102466.68,197,373,252,16,0,,,,,,,,,
THY904,B77W,KMHT,GMMX,91812.24,102499.44,178.1,96,445,2,0,,,,,,,,,
SWR587,A359,KBDL,ORBI,92294.4,102499.44,170.1,412,0,0,0,,,,,,,,,
DLH232,B78X,CYFC,LIRF,92116.26,102559.2,174,0,1,0,0,,,,,,,,,
IBE215,B748,KMSO,DTTA,92521.26,102566.04,167.4,0,0,0,0,,,,,,,,,
DAL721,B772,CYUL,UKLL,91620.48,102604.98,183.1,674,263,15,0,,,,,,,,,
VIR326,B789,CYTZ,LWSK,91836.84,102623.82,179.8,177,411,0,0,,,,,,,,,
TSC199,A359,KOKC,FAOR,91673.64,102656.34,183,834,238,6,0,,,,,,,,,
SAS871,B789,CYMX,OIMM,91784.58,102663.9,181.3,88,1,1,0,,,,,,,,,
AFR738,B744,KPHL,LFLL,92700.72,102703.98,166.7,0,0,0,0,,,,,,,,,
DAL223,B772,KMKE,HAAB,92201.22,102710.7,175.2,493,0,0,0,,,,,,,,,
SAS644,B789,CYXX,EPWA,91728.6,102717,183.1,31,308,12,0,,,,,,,,,
UAE354,B752,MMMY,OJAI,91305.36,102749.76,190.7,161,1,0,0,,,,,,,,,
THY285,B77W,KALB,VOHS,92316.78,102777.9,174.4,167,276,1,0,,,,,,,,,
KLM83,B772,KMCO,LIMC,92151.6,102784.44,177.2,331,0,0,0,,,,,,,,,
EIN906,A359,KDEN,UTTT,91650.24,102857.22,186.8,133,450,17,0,,,,,,,,,
UAL173,B772,KBGR,LPPT,91984.68,102857.22,181.2,0,1,0,0,,,,,,,,,
LOT51,B789,CYUL,VOCI,92174.04,102921.36,179.1,111,757,5,0,,,,,,,,,
DAL271,A339,MMGL,DAKK,91490.04,102928.92,190.6,519,1,0,0,,,,,,,,,
DLH905,B789,CYQB,LPPT,92059.44,103058.76,183.3,6,309,10,0,,,,,,,,,
VIR817,B789,KFLL,HSSS,91947.9,103080.24,185.5,40,259,58,0,,,,,,,,,
EIN259,B77W,KCLT,LPPD,92376.66,103098.9,178.7,73,164,10,0,,,,,,,,,
TSC482,A359,KSAN,LGAV,92348.76,103105.5,179.3,33,368,53,0,,,,,,,,,
UAL18,B77W,KSAN,LSGG,92639.1,103157.88,175.3,139,6,2,0,,,,,,,,,
THY46,B789,CYVR,OTBD,91702.44,103164.48,191,101,363,83,0,,,,,,,,,
LOT662,B789,KALB,EDDP,92230.38,103237.14,183.4,84,111,2,0,,,,,,,,,
EIN885,B788,CYLW,LJLJ,92403,103283.16,181.3,280,264,2,0,,,,,,,,,
AAL584,A359,KICT,DAOR,92669.76,103336.08,177.8,159,165,5,0,,,,,,,,,
ETD957,B77L,KMKE,VOCI,92582.04,103368.84,179.8,35,121,8,0,,,,,,,,,
TSC400,A333,CYFC,HAAB,92731.5,103389.48,177.6,59,9,0,0,,,,,,,,,
DLH481,B748,MMMY,EDDB,92914.2,103408.98,174.9,48,53,0,0,,,,,,,,,
THY479,A333,CYXY,HRYR,92460.84,103441.68,183,302,417,0,0,,,,,,,,,
AAL828,B789,KBIL,VOCI,92946.06,103521.06,176.3,315,253,4,0,,,,,,,,,
AFR727,A388,MMPR,FABL,93361.5,103540.74,169.7,0,0,0,0,,,,,,,,,
ETD517,B772,KSJC,GOOY,92884.26,103607.28,178.7,0,0,0,0,,,,,,,,,
AAL519,A332,MMMX,LOWW,92087.46,103625.88,192.3,85,434,1,0,,,,,,,,,
SWR463,B788,CYTZ,LGAV,92033.52,103631.76,193.3,140,13,0,0,,,,,,,,,
TSC36,B748,KBIL,UTSS,93230.58,103652.94,173.7,48,53,0,0,,,,,,,,,
VIR352,B789,CYZF,DGAA,93103.62,103673.52,176.2,19,114,6,0,,,,,,,,,
ETD91,B772,KBWI,LSZH,92764.08,103732.32,182.8,366,0,0,0,,,,,,,,,
LOT320,B772,CYLW,DIAP,92613.96,103766.04,185.9,0,0,0,0,,,,,,,,,
TSC142,A332,MMTJ,FABL,91921.44,103785.54,197.7,82,130,1,0,,,,,,,,,
VIR427,B788,KLAX,LFPG,92432.76,103817.28,189.7,184,62,93,0,,,,,,,,,
DAL959,A35K,KOAK,OMSJ,92979.48,103830.24,180.8,186,146,0,0,,,,,,,,,
BAW336,B763,KDEN,VECC,91460.64,103849.02,206.5,0,0,0,0,,,,,,,,,
BAW294,B789,KALB,OIFM,92495.16,103889.28,189.9,2,200,5,0,,,,,,,,,
LOT294,A333,KDEN,OIFM,93265.8,103902.3,177.3,679,8,0,0,,,,,,,,,
TAP128,B77W,KOMA,VOBL,92792.1,103914.48,185.4,167,181,0,0,,,,,,,,,
AAL633,B789,KBWI,FABL,93566.1,103942.44,172.9,103,0,0,0,,,,,,,,,
UAE310,B752,KSJC,HKJK,92821.86,104001.24,186.3,0,0,0,0,,,,,,,,,
EIN387,B789,KJAX,LFLL,92553.18,104014.5,191,71,158,31,0,,,,,,,,,
TSC813,A359,KMSY,VOHS,93071.1,104045.76,182.9,1,4,10,0,,,,,,,,,
BAW682,A35K,MMTJ,OERK,93429.84,104085.96,177.6,0,0,0,0,,,,,,,,,
DAL162,B772,KIAD,VECC,93039.36,104107.56,184.5,41,120,75,0,,,,,,,,,
TAP570,B788,CYXU,LGAV,93534.36,104179.44,177.4,7,527,71,0,,,,,,,,,
LOT951,B789,CYTZ,EDDP,92852.58,104179.44,188.8,0,0,1,0,,,,,,,,,
THY726,A388,KDSM,OMAA,93982.5,104185.14,170,0,0,0,0,,,,,,,,,
AFR578,B788,KDLH,LDZA,93665.94,104198.28,175.5,98,494,71,0,,,,,,,,,
TAP184,B788,KALB,LFMN,92259.36,104304,200.7,113,65,1,0,,,,,,,,,
UAE805,B772,CYWG,UAAA,93838.38,104310.54,174.5,8,36,0,0,,,,,,,,,
TSC171,B772,KCLT,EDDF,93330.3,104502.18,186.2,34,180,75,0,,,,,,,,,
SAS803,A333,KBIL,OBBI,93295.5,104591.82,188.3,394,72,0,0,,,,,,,,,
ETD62,A333,MMTJ,OIMM,93736.8,104643.3,181.8,323,15,22,0,,,,,,,,,
BAW193,B763,KPHX,GQNN,93206.28,104650.68,190.7,0,0,0,0,,,,,,,,,
