Callsign, AircraftType, Departure, Destination, SpawnTime, DespawnTime,Flight Times, Info, TA, RA, !BOOM!,,,,,,,,,
UAE819,B789,RJBB,MKJP,48951.54,50211.18,21,8,2,0,0,,,,,,,,,
VIR554,A339,RJAA,KDCA,39225.18,50290.26,184.4,0,0,0,0,,,,,,,,,
DLH977,A35K,VIDP,MDPC,39723.84,50317.2,176.6,20,0,0,0,,,,,,,,,
IBE31,A359,VIDP,KLGA,39627.6,50317.26,178.2,0,0,0,0,,,,,,,,,
VIR987,A359,EBBR,MMPR,49715.94,50324.76,10.1,0,1,0,0,,,,,,,,,
DLH346,A333,VTBS,MDPC,47375.34,50345.4,49.5,4,1,0,0,,,,,,,,,
LOT180,B789,VABB,CYYT,39533.7,50364,180.5,0,0,0,0,,,,,,,,,
BAW333,B772,LTFM,MMGL,39583.08,50365.02,179.7,0,0,0,0,,,,,,,,,
SAS726,A339,VHHH,KFLL,47398.5,50372.4,49.6,0,1,0,0,,,,,,,,,
UAL772,B788,LTFJ,KPHL,39487.38,50417.16,182.2,0,0,0,0,,,,,,,,,
IBE608,A359,EGBB,TBPB,39465.06,50495.34,183.8,14,0,0,0,,,,,,,,,
AFR747,A359,RJBB,TTPP,40245.84,50553.18,171.8,0,0,0,0,,,,,,,,,
AFR914,A359,EBBR,KSYR,40269.78,50580.3,171.8,23,0,0,0,,,,,,,,,
TAP597,A388,VHHH,KMSY,42261.6,50634.42,139.5,7,1,0,0,,,,,,,,,
TSC311,B78X,VECC,MMGL,39950.34,50653.32,178.4,0,0,0,0,,,,,,,,,
EIN578,B788,RKSS,KMCO,49265.16,50719.74,24.2,5,1,0,0,,,,,,,,,
THY629,A339,LFPO,KJAX,50132.16,50719.74,9.8,5,1,0,0,,,,,,,,,
SAS248,A333,LFPG,KLGA,50262.3,50719.74,7.6,7,1,0,0,,,,,,,,,
KLM997,B763,EBBR,MMPR,38934.96,50746.74,196.9,0,0,0,0,,,,,,,,,
IBE865,B788,ZSPD,KROC,49232.46,50804.76,26.2,0,1,0,0,,,,,,,,,
KLM451,B789,WSSS,MMMX,49500.36,50857.08,22.6,12,1,0,0,,,,,,,,,
UAE173,B78X,EGLL,KBDL,40132.14,50902.8,179.5,0,0,0,0,,,,,,,,,
TAP687,A339,LIRF,KPBI,39973.74,50922.36,182.5,0,0,0,0,,,,,,,,,
AAL523,B748,LTFM,MMZP,40535.16,50929.02,173.2,0,0,0,0,,,,,,,,,
UAL463,B78X,VTBS,CYYR,39701.46,50935.44,187.2,0,0,0,0,,,,,,,,,
SWR638,B772,EDDF,MMMX,47228.64,50941.98,61.9,5,1,0,0,,,,,,,,,
TAP212,B772,EBBR,MMCS,40379.34,50968.98,176.5,1,0,0,0,,,,,,,,,
DAL846,A333,LEMD,KFLL,40155.36,51049.5,181.6,3,0,0,0,,,,,,,,,
TAP956,B772,EHAM,TTPP,39886.08,51082.98,186.6,1,0,0,0,,,,,,,,,
UAL544,B789,EDDL,KJAX,44835,51096.06,104.4,61,1,0,0,,,,,,,,,
AFR637,B789,EBBR,KMSY,44539.8,51096.06,109.3,10,1,0,0,,,,,,,,,
UAE145,B77L,WIII,MTPP,39837.84,51173.76,188.9,7,0,0,0,,,,,,,,,
UAL669,A35K,EHAM,KDCA,40423.14,51213.78,179.8,82,0,0,0,,,,,,,,,
UAE372,A35K,VHHH,CYQX,41038.38,51257.52,170.3,60,0,0,0,,,,,,,,,
UAE840,B764,LEMD,MMMY,39789.36,51298.44,191.8,0,0,0,0,,,,,,,,,
VIR98,B772,UUDD,KMSY,40469.82,51304.98,180.6,0,0,0,0,,,,,,,,,
EIN415,A339,LEPA,MDSD,45091.86,51383.28,104.9,0,0,0,0,,,,,,,,,
IBE634,B789,EGBB,KJAX,40775.28,51490.62,178.6,2,0,0,0,,,,,,,,,
SAS902,B772,LEPA,KLGA,40578.18,51490.62,181.9,26,0,0,0,,,,,,,,,
AAL968,B77L,OMDB,KBNA,48501.42,51497.16,49.9,4,2,0,0,,,,,,,,,
AFR527,B772,EGPH,KBNA,40445.58,51497.16,184.2,0,0,0,0,,,,,,,,,
DLH641,A333,LIRF,KCLT,40862.34,51503.7,177.4,1,0,0,0,,,,,,,,,
TAP558,B77W,EDDB,MMGL,48428.7,51503.7,51.3,3,2,0,0,,,,,,,,,
BAW278,B789,ZBAA,KIAD,41186.94,51598.26,173.5,0,0,0,0,,,,,,,,,
DAL595,B744,LTFM,MMCL,49210.02,51644.4,40.6,25,2,0,0,,,,,,,,,
BAW149,B789,UUDD,MMPR,40928.52,51644.4,178.6,0,0,0,0,,,,,,,,,
LOT918,B788,RJTT,KMCO,44351.52,51651,121.7,0,1,0,0,,,,,,,,,
ETD919,A346,LFPG,MUHA,40709.88,51656.52,182.4,0,0,0,0,,,,,,,,,
UAL637,B748,EBBR,MDPC,41591.94,51669.6,168,0,0,0,0,,,,,,,,,
THY953,A359,LEPA,KIAD,41146.68,51676.14,175.5,0,0,0,0,,,,,,,,,
UAL464,B772,OMAA,MTPP,42675.78,51695.7,150.3,1,1,0,0,,,,,,,,,
THY770,A343,ZSPD,MUHA,46138.8,51695.76,92.6,1,1,0,0,,,,,,,,,
KLM514,A332,RJTT,MMZP,49382.94,51716.4,38.9,3,2,0,0,,,,,,,,,
LOT891,A333,RJTT,KJFK,49621.68,51716.4,34.9,0,0,0,0,,,,,,,,,
UAE227,B772,OTHH,KCLT,42220.32,51721.26,158.3,10,1,0,0,,,,,,,,,
TSC912,B789,EGBB,KCHS,46546.32,51754.5,86.8,0,1,0,0,,,,,,,,,
DAL290,A339,ZSPD,TTPP,40601.28,51858.18,187.6,0,0,0,0,,,,,,,,,
IBE461,A388,LFPG,CYQX,41969.16,51859.14,164.8,2,0,0,0,,,,,,,,,
LOT757,B78X,RJGG,KATL,41057.1,51898.14,180.7,0,0,0,0,,,,,,,,,
IBE123,A35K,EGPH,MMMX,40949.76,51977.4,183.8,1,0,0,0,,,,,,,,,
EIN669,B789,EGBB,MMZP,40753.74,52044.72,188.2,33,0,0,0,,,,,,,,,
UAL335,B788,LEBL,MMTJ,40906.2,52063.2,186,0,0,0,0,,,,,,,,,
UAE311,A333,EDDB,MUHA,40800.42,52229.46,190.5,83,0,0,0,,,,,,,,,
ETD852,B789,RKSI,KMCO,41823.84,52236.6,173.5,0,0,0,0,,,,,,,,,
IBE893,A359,VECC,KBDL,50707.56,52248.72,25.7,30,2,0,0,,,,,,,,,
AAL90,B748,VHHH,MDPC,47974.74,52255.26,71.3,1,1,0,0,,,,,,,,,
THY640,B748,ZUUU,KJAX,47696.82,52255.26,76,64,1,0,0,,,,,,,,,
EIN153,B77W,RJBB,MMCL,50430.42,52255.26,30.4,1,1,0,0,,,,,,,,,
THY310,B763,LFMN,MMCL,45500.76,52256.16,112.6,1,2,0,0,,,,,,,,,
BAW681,A388,RJTT,MMAS,42510.9,52275.66,162.7,9,1,0,0,,,,,,,,,
AAL859,A359,EGSS,KDCA,51955.92,52275.66,5.3,0,1,0,0,,,,,,,,,
IBE918,B788,LIRF,MMTJ,41720.04,52309.38,176.5,0,0,0,0,,,,,,,,,
SAS840,A333,RJTT,KMIA,52176.06,52335.54,2.7,0,0,0,0,,,,,,,,,
AAL558,B752,LFMN,MUHA,52044.66,52393.32,5.8,0,1,0,0,,,,,,,,,
AAL282,B772,LIPZ,CYYR,41948.4,52433.4,174.8,0,0,0,0,,,,,,,,,
LOT892,A35K,VECC,MMAS,41739,52438.92,178.3,338,0,0,0,,,,,,,,,
KLM968,B748,ZBAA,KPBI,42468.9,52460.22,166.5,0,0,0,0,,,,,,,,,
TAP48,A346,LTFJ,MMZP,42096,52477.98,173,0,0,0,0,,,,,,,,,
ETD330,A359,ZUUU,MKJP,45544.8,52485.36,115.7,0,0,2,0,,,,,,,,,
SAS393,B77W,RJGG,CYQX,45607.44,52498.56,114.9,0,0,1,0,,,,,,,,,
TAP361,B772,LEMD,TBPB,41803.26,52511.58,178.5,0,0,0,0,,,,,,,,,
AAL613,B789,ULLI,MDSD,41612.52,52656.36,184.1,0,0,0,0,,,,,,,,,
BAW366,A333,EGKK,TTPP,41780.82,52662.06,181.4,0,0,0,0,,,,,,,,,
UAE927,A333,RJBB,MMCL,48862.68,52675.86,63.6,51,0,0,0,,,,,,,,,
BAW58,B748,UUEE,MMAS,42656.7,52683.66,167.1,0,0,0,0,,,,,,,,,
VIR454,A332,LEMD,KMCO,48555.72,52683.66,68.8,11,1,0,0,,,,,,,,,
THY789,B77L,VOMM,KMIA,49777.32,52689.06,48.5,7,1,0,0,,,,,,,,,
AAL892,A359,ULLI,KBNA,49687.02,52689.06,50,16,1,0,0,,,,,,,,,
EIN852,A332,EHAM,MDPC,44560.92,52695.66,135.6,12,1,0,0,,,,,,,,,
AFR156,B789,LFPO,KMIA,42011.22,52769.34,179.3,1,0,0,0,,,,,,,,,
IBE3,A333,VIDP,KJAX,50972.76,52782.42,30.2,122,2,0,0,,,,,,,,,
DAL319,A332,EDDH,TJSJ,50931.78,52796.46,31.1,31,1,0,0,,,,,,,,,
ETD335,B78X,LSGG,KBNA,46319.28,52796.46,108,3,0,0,0,,,,,,,,,
BAW220,B772,OTHH,CYYR,46754.7,52802.88,100.8,17,2,0,0,,,,,,,,,
IBE136,A359,LEBL,MDPC,41635.86,52802.88,186.1,0,0,0,0,,,,,,,,,
EIN460,B789,EDDF,KPBI,48080.16,52834.8,79.2,0,0,0,0,,,,,,,,,
UAE741,B763,EGPH,KPHL,40992.6,52868.34,197.9,0,0,0,0,,,,,,,,,
SAS359,B763,VOMM,MYNN,41655.54,52873.26,187,5,0,0,0,,,,,,,,,
SAS148,B789,LFPG,MMZP,42613.98,52887.12,171.2,0,0,0,0,,,,,,,,,
EIN309,B763,ULLI,MMMX,42157.2,52940.1,179.7,79,0,0,0,,,,,,,,,
BAW558,B788,RKSI,MMCS,42198.96,52946.58,179.1,0,0,0,0,,,,,,,,,
SAS197,A332,OERK,KTPA,41887.38,52986.84,185,0,0,0,0,,,,,,,,,
UAE344,B77W,EDDL,MUHA,51072.78,52999.86,32.1,8,1,0,0,,,,,,,,,
DLH632,B789,RKSS,MMGL,50998.02,53013.78,33.6,1,1,0,0,,,,,,,,,
UAL763,B77W,ZGGG,TJSJ,47924.46,53034.48,85.2,0,0,0,0,,,,,,,,,
ETD368,B763,VTBS,KATL,42241.68,53058.78,180.3,0,0,0,0,,,,,,,,,
SAS334,A339,VOMM,KTPA,41549.88,53065.38,191.9,0,0,0,0,,,,,,,,,
AFR869,A333,WSSS,MMMY,45070.92,53112.06,134,8,1,0,0,,,,,,,,,
IBE345,A333,ZUUU,TJSJ,42183.12,53140.08,182.6,12,0,0,0,,,,,,,,,
DAL762,B789,WSSS,TJSJ,42572.88,53171.82,176.6,0,0,0,0,,,,,,,,,
DAL983,B788,VABB,TTPP,50295.66,53291.16,49.9,8,0,0,0,,,,,,,,,
KLM890,B752,EBBR,CYQX,49937.04,53304.06,56.1,0,1,0,0,,,,,,,,,
THY503,B789,OMAA,KALB,49030.86,53322.72,71.5,0,1,0,0,,,,,,,,,
UAE521,B77W,OTHH,KROC,49087.86,53343.3,70.9,5,1,0,0,,,,,,,,,
UAE867,B764,EDDB,MMZP,42073.62,53403.06,188.8,0,0,0,0,,,,,,,,,
AFR925,B788,LEBL,KJAX,42820.8,53410.5,176.5,0,0,0,0,,,,,,,,,
AFR871,B77W,EDDF,KBWI,47721.96,53449.8,95.5,7,1,0,0,,,,,,,,,
AAL966,B789,VOBL,MYNN,42884.52,53449.8,176.1,0,0,0,0,,,,,,,,,
TAP599,B789,EHAM,MMMX,46731.3,53450.52,112,3,1,0,0,,,,,,,,,
THY78,B77L,EDDM,MTPP,52266.42,53457.18,19.8,46,1,0,0,,,,,,,,,
UAE571,B77W,LEPA,MMPR,52145.16,53463.9,22,0,2,0,0,,,,,,,,,
AFR710,B772,EDDL,MUHA,42697.32,53536.56,180.7,0,0,0,0,,,,,,,,,
AFR591,B744,LTFJ,KBUF,43481.04,53562.78,168,0,0,0,0,,,,,,,,,
KLM616,A359,RJAA,KTPA,42634.56,53596.5,182.7,0,0,0,0,,,,,,,,,
VIR307,B772,EBBR,KALB,41906.34,53596.56,194.8,42,0,0,0,,,,,,,,,
BAW672,B748,ZUUU,MMCL,42861.78,53644.14,179.7,2,0,0,0,,,,,,,,,
SAS119,B789,VTBS,MMCL,50327.52,53711.34,56.4,0,0,2,0,,,,,,,,,
SAS758,B77W,VOBL,MKJS,43233.3,53731.02,175,0,0,0,0,,,,,,,,,
VIR852,B77W,UUEE,KJAX,50396.76,53731.02,55.6,0,0,1,0,,,,,,,,,
AFR953,A359,RJAA,KCHS,43460.46,53771.1,171.8,0,0,0,0,,,,,,,,,
IBE712,B772,EHAM,KATL,43068.12,53783.28,178.6,0,0,0,0,,,,,,,,,
EIN160,B763,LFMN,KBWI,42410.88,53796.36,189.8,6,0,0,0,,,,,,,,,
BAW745,B77L,EGPH,MDSD,43398.54,53836.14,174,1,0,0,0,,,,,,,,,
DAL883,B772,EGCC,CYYT,42758.94,53836.2,184.6,0,0,0,0,,,,,,,,,
BAW587,B77W,EGSS,MMTJ,48155.4,53974.26,97,0,0,1,0,,,,,,,,,
TSC442,A35K,VABB,KDCA,48667.8,53992.98,88.8,0,0,1,0,,,,,,,,,
EIN875,B77W,LFPO,KLGA,49410.78,54118.92,78.5,14,1,0,0,,,,,,,,,
TAP489,B78X,ZBAA,KCLT,49350.3,54132.84,79.7,2,0,0,0,,,,,,,,,
IBE607,B763,WSSS,MDSD,46340.7,54152.52,130.2,0,1,0,0,,,,,,,,,
UAE443,B764,LFMN,KATL,46615.5,54166.38,125.8,7,1,0,0,,,,,,,,,
TSC200,A332,UUDD,KJAX,49563.42,54173.76,76.8,15,2,0,0,,,,,,,,,
LOT321,B78X,ZSPD,KCLT,53004.48,54200.76,19.9,12,1,0,0,,,,,,,,,
SWR758,A332,LFLL,CYYT,42593.34,54252.24,194.3,0,0,0,0,,,,,,,,,
SAS156,B772,RJAA,MYNN,52870.26,54258.72,23.1,0,1,0,0,,,,,,,,,
KLM325,A332,WIII,TTPP,43109.1,54258.72,185.8,0,0,0,0,,,,,,,,,
DAL555,B764,EDDH,MMCL,42532.44,54267,195.6,0,0,0,0,,,,,,,,,
IBE636,B77W,VABB,KTPA,48775.08,54312.54,92.3,1,1,0,0,,,,,,,,,
IBE753,B78X,WIII,CYYT,43545.54,54392.88,180.8,0,0,0,0,,,,,,,,,
TSC638,A339,OMAA,MTPP,43356.72,54412.5,184.3,0,0,0,0,,,,,,,,,
IBE40,A332,LFPO,KPBI,42717.9,54419.52,195,1,0,0,0,,,,,,,,,
AAL116,B77W,UUEE,MKJP,43832.46,54478.02,177.4,0,0,0,0,,,,,,,,,
AFR603,B763,LEPA,KIAD,42800.82,54491.1,194.8,0,0,0,0,,,,,,,,,
TSC517,B788,UUEE,TTPP,42281.82,54497.7,203.6,0,0,0,0,,,,,,,,,
UAE579,A388,RKSI,KALB,50855.16,54497.7,60.7,16,0,0,0,,,,,,,,,
DLH639,B744,UUEE,KATL,50602.68,54505.08,65,17,1,0,0,,,,,,,,,
UAL865,A388,LFMN,KJAX,44666.4,54589.44,165.4,0,0,0,0,,,,,,,,,
SWR843,B772,EGPH,TBPB,43607.94,54617.4,183.5,13,0,0,0,,,,,,,,,
EIN998,B77W,EGKK,KBUF,44585.34,54723,169,0,0,0,0,,,,,,,,,
KLM110,A388,EGLL,MDSD,44185.5,54741.72,175.9,0,0,0,0,,,,,,,,,
DAL444,A332,ZGGG,KPHL,43811.94,54828.72,183.6,0,0,0,0,,,,,,,,,
THY286,B77W,LIRF,MMTJ,44457.06,54835.26,173,2,0,0,0,,,,,,,,,
AAL484,B789,LSZH,KALB,43729.26,54842.52,185.2,0,0,0,0,,,,,,,,,
KLM994,A332,RJAA,TJSJ,43294.92,54889.14,193.2,27,0,0,0,,,,,,,,,
TSC989,B744,EHAM,KFLL,44919.96,54941.52,167,0,0,0,0,,,,,,,,,
VIR167,B78X,LEMD,KPHL,47207.16,54973.38,129.4,12,1,0,0,,,,,,,,,
EIN175,A332,EDDB,MUHA,43894.56,54979.26,184.7,15,0,0,0,,,,,,,,,
TAP807,B772,LIPZ,MDSD,44603.04,54979.98,172.9,0,0,0,0,,,,,,,,,
UAL255,B788,VTBS,KCLT,51423.48,55006.2,59.7,7,1,0,0,,,,,,,,,
AFR261,A333,VECC,MMCL,51707.04,55006.2,55,1,1,0,0,,,,,,,,,
IBE944,B789,LTFJ,KMSY,44269.38,55025.7,179.3,0,0,0,0,,,,,,,,,
EIN830,B789,EHAM,MMZP,44708.46,55038.72,172.2,15,0,0,0,,,,,,,,,
LOT327,B744,WIII,MMGL,45348.6,55118.04,162.8,0,0,0,0,,,,,,,,,
THY646,B764,LTFM,KSYR,43172.7,55118.04,199.1,0,0,0,0,,,,,,,,,
SAS242,B763,LTFJ,MMMY,43193.16,55138.68,199.1,0,0,0,0,,,,,,,,,
SWR292,A333,OERK,CYQX,45695.22,55150.86,157.6,22,2,0,0,,,,,,,,,
ETD31,B748,ZUUU,MKJS,44205.84,55209.3,183.4,0,0,0,0,,,,,,,,,
IBE366,B77W,EGKK,MMUN,44688.78,55249.5,176,17,0,0,0,,,,,,,,,
THY62,A332,VECC,KMCO,43749.54,55262.52,191.9,0,0,0,0,,,,,,,,,
AFR378,A333,EBBR,MTPP,51038.22,55314.9,71.3,0,0,0,0,,,,,,,,,
SWR401,B772,VOMM,KIAD,44625.24,55415.22,179.8,0,0,0,0,,,,,,,,,
DAL252,B764,EDDF,MMAS,44164.14,55428.3,187.7,79,0,0,0,,,,,,,,,
TSC22,B77W,RJAA,MMTJ,44751.3,55494.18,179,0,0,0,0,,,,,,,,,
EIN272,B788,VABB,MKJP,44081.46,55540.08,191,50,0,0,0,,,,,,,,,
TAP785,B763,RJGG,MKJP,51662.16,55699.26,67.3,3,2,0,0,,,,,,,,,
TAP695,A35K,OEJN,KBNA,46569.06,55699.32,152.2,0,2,0,0,,,,,,,,,
ETD233,A339,EHAM,MUHA,45306.54,55699.26,173.2,17,0,0,0,,,,,,,,,
ETD740,B788,OMAA,MKJP,45892.8,55711.44,163.6,0,1,0,0,,,,,,,,,
LOT862,B763,VOBL,MUHA,51548.52,55732.02,69.7,0,1,0,0,,,,,,,,,
TAP823,B789,UUEE,KJAX,46920.96,55751.58,147.2,0,1,0,0,,,,,,,,,
LOT415,A339,EGPH,MMPR,44877.06,55892.04,183.6,4,0,0,0,,,,,,,,,
TSC579,B748,RJGG,MMPR,45521.34,55899.36,173,0,0,0,0,,,,,,,,,
THY359,A35K,VOBL,KBNA,44793.18,55906.86,185.2,0,0,0,0,,,,,,,,,
KLM297,A359,OMAA,MMTJ,50500.2,55920,90.3,51,1,0,0,,,,,,,,,
LOT121,B77W,UUDD,KMIA,50887.86,55927.44,84,10,2,0,0,,,,,,,,,
ETD97,B789,EGKK,MUHA,53908.02,56117.82,36.8,0,0,0,0,,,,,,,,,
VIR870,B789,WMKK,MMUN,54113.4,56117.82,33.4,0,0,0,0,,,,,,,,,
BAW485,B764,ZBAA,CYQX,44500.2,56124.66,193.7,0,0,0,0,,,,,,,,,
UAL58,B764,ZGGG,MMCL,45051.3,56137.44,184.8,0,0,0,0,,,,,,,,,
TAP500,B764,EGCC,MDPC,43873.26,56163.6,204.8,156,0,0,0,,,,,,,,,
AFR879,A333,EDDF,TBPB,45629.7,56183.64,175.9,0,0,0,0,,,,,,,,,
ETD665,A35K,EGLL,KMCO,45716.58,56204.4,174.8,0,0,0,0,,,,,,,,,
SAS784,A388,WIII,TBPB,46433.34,56231.34,163.3,0,0,0,0,,,,,,,,,
AAL683,A332,ULLI,KBUF,48476.22,56290.86,130.2,1,0,1,0,,,,,,,,,
AFR541,A332,VOMM,KSYR,48103.26,56303.46,136.7,0,0,1,0,,,,,,,,,
SAS696,B748,LIMC,KCLT,46094.88,56336.82,170.7,0,0,0,0,,,,,,,,,
KLM612,B772,VECC,MMCL,45829.32,56336.82,175.1,2,0,0,0,,,,,,,,,
THY625,B77W,ZUUU,KATL,45761.28,56481.36,178.7,0,0,0,0,,,,,,,,,
AFR982,B752,EHAM,CYQX,44644.92,56502,197.6,0,0,0,0,,,,,,,,,
VIR325,A359,LEPA,KCHS,46027.92,56596.92,176.2,0,0,0,0,,,,,,,,,
TSC222,B789,LTFM,MKJP,46182.48,56701.44,175.3,41,0,0,0,,,,,,,,,
UAL675,B789,LEPA,KBWI,46454.88,56735.22,171.3,74,0,0,0,,,,,,,,,
LOT361,B764,ZGGG,KIAD,45938.46,56788.38,180.8,0,0,0,0,,,,,,,,,
KLM522,B789,LEMD,TJSJ,45677.52,56842.44,186.1,1,0,0,0,,,,,,,,,
SAS198,A333,LEBL,MMAS,53374.02,56895.06,58.7,2,0,0,0,,,,,,,,,
TSC71,B77W,LEMD,MMCS,48831,56895.06,134.4,3,1,0,0,,,,,,,,,
SAS213,B772,EDDL,MMTJ,45654,56901.48,187.5,0,0,0,0,,,,,,,,,
VIR378,A332,EDDB,KBDL,53487.12,56955.12,57.8,8,1,0,0,,,,,,,,,
DLH257,B748,ZGGG,KPBI,47016.06,56961.3,165.8,0,0,0,0,,,,,,,,,
AAL787,B77W,RKSS,KJAX,46070.82,56974.32,181.7,0,0,0,0,,,,,,,,,
EIN981,B763,RJGG,KCHS,45871.26,57152.64,188,0,0,0,0,,,,,,,,,
LOT120,A339,OMDB,KCLT,46297.26,57152.64,180.9,0,0,0,0,,,,,,,,,
TSC602,B789,WMKK,MMUN,50570.88,57212.4,110.7,0,0,0,0,,,,,,,,,
EIN253,B789,EGBB,KDCA,49903.38,57212.4,121.8,0,0,0,0,,,,,,,,,
ETD950,B763,EHAM,TTPP,45478.2,57238.86,196,0,0,0,0,,,,,,,,,
DLH227,A333,WIII,KCLT,46500.48,57252.54,179.2,0,0,0,0,,,,,,,,,
DLH82,B763,EGCC,MMGL,45391.38,57304.98,198.6,0,0,0,0,,,,,,,,,
DAL119,B772,LIRF,MMMX,46386.48,57419.04,183.9,0,0,0,0,,,,,,,,,
TSC625,A359,VOBL,KMIA,52087.38,57466.68,89.7,1,1,0,0,,,,,,,,,
KLM242,A332,OMDB,KBUF,50673,57466.68,113.2,3,0,0,0,,,,,,,,,
AFR684,B78X,VOBL,CYYR,46205.7,57466.68,187.7,6,0,0,0,,,,,,,,,
TAP85,B788,EGKK,MDSD,51265.08,57466.68,103.4,0,0,0,0,,,,,,,,,
VIR949,B77W,EDDB,KMIA,51787.14,57492.96,95.1,0,1,0,0,,,,,,,,,
AFR474,B772,OERK,KPHL,46363.26,57552.84,186.5,0,0,0,0,,,,,,,,,
TSC542,B788,OTHH,KDCA,46871.52,57552.84,178,5,0,0,0,,,,,,,,,
AAL192,B772,VOMM,KIAD,46664.28,57565.92,181.7,0,0,0,0,,,,,,,,,
TAP482,A359,ZBAA,KALB,46477.26,57639.48,186,0,0,0,0,,,,,,,,,
LOT30,B77L,EDDL,MKJS,47447.82,57683.46,170.6,0,0,0,0,,,,,,,,,
SWR55,B789,LEBL,KPHL,47132.58,57794.52,177.7,0,0,0,0,,,,,,,,,
IBE981,A339,WMKK,KJAX,47180.22,57835.62,177.6,0,0,0,0,,,,,,,,,
IBE62,A332,UUEE,TBPB,46524,57881.46,189.3,0,0,0,0,,,,,,,,,
SAS100,A346,WMKK,KBNA,47473.08,57886.98,173.6,0,0,0,0,,,,,,,,,
BAW458,B788,LFPG,KFLL,46708.2,57973.68,187.8,0,0,0,0,,,,,,,,,
LOT136,B789,VECC,KBWI,53263.38,58045.38,79.7,8,1,0,0,,,,,,,,,
VIR160,B77W,LTFM,KCLT,47361.24,58130.22,179.5,0,0,0,0,,,,,,,,,
AAL405,B788,VIDP,KTPA,46965.78,58169.46,186.7,2,0,0,0,,,,,,,,,
DAL634,B772,EHAM,MMMX,46804.08,58189.8,189.8,6,0,0,0,,,,,,,,,
SWR363,A388,LFMN,MDSD,48028.86,58299.48,171.2,0,0,0,0,,,,,,,,,
ETD766,A333,EDDF,TBPB,47547.54,58346.34,180,0,0,0,0,,,,,,,,,
AFR697,B744,LFPG,KSYR,47158.62,58417.26,187.6,0,0,0,0,,,,,,,,,
SWR385,B748,EDDF,KJAX,47523.6,58417.26,181.6,0,0,0,0,,,,,,,,,
KLM493,B744,LIPZ,KBNA,48750.78,58509.66,162.6,0,0,0,0,,,,,,,,,
LOT288,A333,LFLL,KCLT,50487.96,58591.8,135.1,8,2,0,0,,,,,,,,,
EIN878,B77W,LEBL,KTPA,53166.18,58591.8,90.4,0,0,0,0,,,,,,,,,
EIN671,A333,EBBR,KTPA,51503.7,58591.86,118.1,2,2,0,0,,,,,,,,,
DAL773,B77W,OEJN,TTPP,53105.52,58591.86,91.4,0,0,0,0,,,,,,,,,
SWR964,B789,RJTT,CYYT,48286.92,58630.92,172.4,1,0,0,0,,,,,,,,,
DAL341,A388,EDDF,MMGL,53319,58692.72,89.6,1,2,0,0,,,,,,,,,
LOT830,A359,RJGG,KPBI,47276.46,58717.74,190.7,1,0,0,0,,,,,,,,,
THY525,A388,UUDD,KFLL,53430,58730.7,88.3,0,1,0,0,,,,,,,,,
TAP213,B763,LEPA,KMSY,47037.66,58737.24,195,0,0,0,0,,,,,,,,,
AAL912,A35K,EGKK,KMSY,47848.8,58737.24,181.5,2,0,0,0,,,,,,,,,
SWR472,B772,LFLL,TBPB,47745.24,58755.78,183.5,0,0,0,0,,,,,,,,,
SWR153,A346,LFPG,MMCL,48528.66,59018.46,174.8,0,0,0,0,,,,,,,,,
THY637,B772,OMDB,MYNN,48340.14,59058.24,178.6,0,0,0,0,,,,,,,,,
SWR149,B788,LSZH,KCLT,47620.32,59117.94,191.6,0,0,0,0,,,,,,,,,
SAS846,B744,OEJN,MKJP,49060.74,59268.96,170.1,11,0,0,0,,,,,,,,,
TSC121,A339,LFPG,MKJS,56121.66,59314.8,53.2,0,1,0,0,,,,,,,,,
UAL701,B772,OEJN,MMPR,47951.34,59314.8,189.4,0,0,0,0,,,,,,,,,
IBE639,B748,RJAA,KATL,51468.3,59314.8,130.8,0,2,0,0,,,,,,,,,
DAL992,B788,VABB,TJSJ,56213.52,59320.32,51.8,2,1,0,0,,,,,,,,,
THY556,B772,WSSS,MMGL,49117.8,59320.32,170,5,0,0,0,,,,,,,,,
THY185,B772,WIII,KDCA,48691.86,59373.72,178,0,0,0,0,,,,,,,,,
BAW878,B764,ZUUU,MKJP,48719.94,59425.68,178.4,0,0,0,0,,,,,,,,,
AAL918,B764,ULLI,MDPC,48207.54,59563.98,189.3,0,0,0,0,,,,,,,,,
SWR480,A339,WSSS,MYNN,48610.86,59857.08,187.4,0,0,0,0,,,,,,,,,
IBE490,B789,RJBB,KFLL,49871.64,59916.96,167.4,0,0,0,0,,,,,,,,,
SAS29,A339,LSGG,CYQX,48261.66,59923.86,194.4,7,0,0,0,,,,,,,,,
IBE464,A359,OTHH,TJSJ,48973.86,59983.38,183.5,0,0,0,0,,,,,,,,,
UAL713,B788,WSSS,KJFK,57453.54,59989.02,42.3,0,0,0,0,,,,,,,,,
DLH702,A333,VHHH,CYYR,55273.56,59989.02,78.6,0,1,0,0,,,,,,,,,
EIN755,A332,OERK,TTPP,55190.76,59989.02,80,0,0,0,0,,,,,,,,,
THY399,B788,VABB,KMIA,57308.82,59989.02,44.7,0,0,0,0,,,,,,,,,
IBE878,A333,VOMM,KLGA,55453.26,59989.02,75.6,0,0,0,0,,,,,,,,,
UAL91,A388,LIMC,MMMX,49596.48,60135.12,175.6,0,0,0,0,,,,,,,,,
UAL886,A332,EBBR,KFLL,48637.92,60135.12,191.6,15,0,0,0,,,,,,,,,
